feature,importance
RDKit_574,0.002654915086826946
RDKit_286,0.002620901272540267
RDKit_1446,0.0026119912064683885
RDKit_1047,0.0025782480730673915
RDKit_296,0.0025554559909813767
RDKit_1317,0.0025309730310731416
RDKit_776,0.0025210261225529582
RDKit_678,0.0024956495341987633
ECFP4_407,0.002484459967132437
RDKit_1943,0.002473569389098024
RDKit_284,0.002442368744751189
ECFP4_1518,0.002434648559812536
RDKit_877,0.002431474480938597
RDKit_831,0.0024092301881657088
RDKit_1365,0.002407212305423064
ECFP4_1745,0.0023882597625589715
RDKit_497,0.002371334775617914
RDKit_2000,0.002321033060845946
RDKit_1644,0.0023128562404840926
RDKit_338,0.0022977061802898833
ECFP4_13,0.002292689374884479
RDKit_1282,0.002282629136356371
RDKit_1838,0.0022809937107918584
RDKit_1725,0.0022663114945671555
RDKit_479,0.002264052455048858
MACCS_135,0.0022581274109845935
RDKit_1490,0.0022559994204928466
RDKit_575,0.0022444299398414686
RDKit_1245,0.0022313931492427283
RDKit_1307,0.0022283967640077456
RDKit_1877,0.0022155289866819926
RDKit_945,0.002210814216213287
RDKit_772,0.0022012726134543444
RDKit_1441,0.002168153148780004
RDKit_1964,0.002160417043045215
ECFP4_1567,0.002155463416316623
RDKit_1828,0.0021435710761375914
RDKit_519,0.0021347324766027324
RDKit_1152,0.0021247750640988198
RDKit_1802,0.00210569890332349
RDKit_23,0.0021022259051371025
RDKit_17,0.002096618604593537
RDKit_1000,0.0020916185994587317
ECFP4_750,0.002042045758910233
RDKit_1940,0.0020403105793238424
RDKit_232,0.0020367439757509194
RDKit_1151,0.0020298940755978604
RDKit_1323,0.0019927977107657047
RDKit_306,0.0019911200528670557
RDKit_773,0.00198297665112891
RDKit_1525,0.0019816404239774306
RDKit_1523,0.0019770419321977605
RDKit_384,0.0019421494676187378
RDKit_1111,0.0019223471108248734
RDKit_629,0.0019168553998061555
MACCS_133,0.001909398175012113
RDKit_1320,0.0019059478829729054
RDKit_1700,0.0018923624418451116
RDKit_1223,0.001890967480106537
RDKit_1352,0.0018680572543719094
RDKit_1937,0.001861518754845625
RDKit_250,0.0018392294616037506
RDKit_1102,0.001832313100237187
RDKit_1788,0.0018231493180099134
RDKit_260,0.0018190588350330934
RDKit_1301,0.001816163757340289
RDKit_380,0.0018130684089042537
RDKit_1359,0.00180433313636151
RDKit_1666,0.0018023110264743568
RDKit_797,0.001797056654041481
RDKit_1149,0.0017888828926517868
RDKit_450,0.0017774164731041747
RDKit_580,0.0017661503488921797
RDKit_887,0.0017586660554595966
MACCS_106,0.0017291987253980463
RDKit_1477,0.0017266137690138239
RDKit_1734,0.0017232626340868346
RDKit_1485,0.0017213886651179055
ECFP4_699,0.001678711788331641
RDKit_10,0.0016762179364756997
RDKit_1334,0.0016727862533032812
RDKit_1197,0.0016706544274777784
RDKit_1118,0.0016688881689264448
ECFP4_552,0.0016592805686448716
RDKit_518,0.0016569616106058207
ECFP4_323,0.0016415517286380156
RDKit_88,0.0016274983441853749
RDKit_1609,0.0016235872618921507
RDKit_987,0.001613890900627987
RDKit_347,0.0016088993639912813
RDKit_638,0.0016088146299479517
RDKit_1615,0.0016034713732832027
RDKit_1826,0.0015919789065642815
RDKit_279,0.001576659987809715
RDKit_1628,0.0015756023911380102
RDKit_334,0.0015744643391676272
ECFP4_1985,0.0015605359410573593
RDKit_785,0.0015490145113702546
RDKit_748,0.0015453092365403974
