molecule_chembl_id,smiles,matched_to_active,tanimoto_similarity
CHEMBL50987,CCCc1c(OCCCOCCCOc2c(C(C)=O)ccc(OCCCC(=O)O)c2CCC)ccc(C(C)=O)c1O,CHEMBL5796080,0.092
CHEMBL50546,COc1cccc(-c2c(C)n(Cc3ccccc3F)c3nc(C(C)(C)C)c(CN(C)CCc4ccccn4)n3c2=O)c1,CHEMBL5796080,0.141
CHEMBL300427,COc1ccc(C2(Cc3ccncc3)C(=O)N(S(=O)(=O)c3ccc(C)cc3)c3ccccc32)cc1OC1CCCC1,CHEMBL5796080,0.113
CHEMBL298158,CCCN1C(=O)C(NC(=O)Nc2ccc(N3CCN(c4ccccc4)CC3)cc2)N=C(C2CCCCC2)c2ccccc21,CHEMBL5796080,0.155
CHEMBL30525,O=C(CCCN1C(=O)CN=C(C2CCCCC2)c2ccccc21)Nc1ccc(N2CCC(N3CCCCC3)CC2)cc1,CHEMBL5796080,0.142
CHEMBL408390,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NCCN1CCCCC1)N(C)CC1CCCCC1,CHEMBL5796080,0.119
CHEMBL301152,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NCCN1CCCCC1)N(C)C1CCCCC1,CHEMBL5796080,0.121
CHEMBL53293,CCN(CC)CCN1CN(c2ccccc2)C2(CCN(CCCN(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1=O,CHEMBL5796080,0.113
CHEMBL52235,Oc1c(CN2CCOCC2)cc(Nc2cc(-c3ccc4ccccc4c3)nc3ccccc23)cc1CN1CCOCC1,CHEMBL5796080,0.115
CHEMBL300105,CCCCc1nc2ccc([C@@H]3C[C@H]4CCCCN3O4)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5796080,0.162
CHEMBL300420,CN1C(=O)[C@@H](NC(=O)[C@@H](Cc2ccc(Cl)c(Cl)c2)NC(=O)OC(C)(C)C)N=C(c2ccccc2)c2ccccc21,CHEMBL5796080,0.104
CHEMBL53381,Cc1nc(C(Cc2ccc(Cl)c(Cl)c2)C(=O)N[C@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)cs1,CHEMBL5796080,0.094
CHEMBL54578,CS(=O)(=O)N1CC2(CCN(C[C@H](COCc3ccc(Cl)c(Cl)c3)NCc3ccccc3)CC2)c2ccccc21,CHEMBL5796080,0.105
CHEMBL297957,CS(=O)(=O)N(CC1CCN(C(=O)[C@H](COCc2ccc(Cl)c(Cl)c2)NCc2ccccc2)CC1)c1ccccc1,CHEMBL5796080,0.097
CHEMBL405820,CS(=O)(=O)Nc1ccccc1C1CCN(C(=O)[C@H](COCc2ccc(Cl)c(Cl)c2)NCc2ccccc2)CC1,CHEMBL5796080,0.106
CHEMBL299528,CN(c1ccccc1C1CCN(C(=O)[C@H](COCc2ccc(Cl)c(Cl)c2)NCc2ccccc2)CC1)S(C)(=O)=O,CHEMBL5796080,0.103
CHEMBL54473,CN(CCCNC(=O)c1cccc2cc3cc(F)ccc3nc12)CCCNC(=O)c1cccc2cc3cc(F)ccc3nc12,CHEMBL5796080,0.124
CHEMBL56873,Oc1ccc2c3c1O[C@H]1c4c(c5ccccc5n4Cc4c(F)c(F)c(F)c(F)c4F)C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,CHEMBL5796080,0.153
CHEMBL292181,CC(=O)Nc1ccc(/C=C/C(=O)NC[C@H]2CCCN2c2ccc(C)c(COc3cccc4ccc(C)nc34)c2C)cn1,CHEMBL5796080,0.163
CHEMBL55632,CC(=O)Nc1ccc(/C=C/C(=O)NC[C@@H]2CCCN2c2ccc(C)c(COc3cccc4ccc(C)nc34)c2C)cn1,CHEMBL5796080,0.163
CHEMBL55314,COc1ccc(OCCCN(CCOc2ccc3c(c2)OCO3)C(C)C)c(C2Sc3ccccc3N(C)C2=O)c1,CHEMBL5796080,0.102
CHEMBL56971,[O-][n+]1ccc(CC(c2ccc(C(O)(c3ccccc3)C(F)(F)F)nc2)c2ccc(OC(F)F)c(OC(F)F)c2)cc1,CHEMBL5796080,0.094
CHEMBL58732,COc1cc(NCCCCCCN2CCN(CCO)CC2)c2nccc(C)c2c1Oc1cccc(C(F)(F)F)c1,CHEMBL5796080,0.138
CHEMBL293226,COc1ccc(N(C(=O)CN2C(=O)C(Cc3n[nH]c4ccccc34)C(=O)N(c3ccccc3)c3ccccc32)C(C)C)cc1,CHEMBL5796080,0.094
CHEMBL431137,CCCCOC(=O)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(CCC)nc(CC)c2C(C)=O)c(Cl)c1,CHEMBL5796080,0.12
CHEMBL64575,CCCCCN(CCCCC)C(=O)N1CCN(C(=O)N(c2ccccc2)c2ccc(C(=O)OCC)cc2)[C@H](C(=O)O)C1,CHEMBL5796080,0.103
CHEMBL66185,CCCCCCCCCCOc1c(OC)cc(C(=O)OCCCC[N+](C)(C)C)cc1OC.[I-],CHEMBL5796080,0.065
CHEMBL303039,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C)N(C)Cc1ccc(Cl)cc1,CHEMBL5796080,0.064
CHEMBL67766,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C)N(C)Cc1ccccc1Cl,CHEMBL5796080,0.08
CHEMBL69443,COc1cc2c(cc1OCCCCC(=O)N1C[C@H](CCl)c3c1cc(O)c1ccccc31)N=C[C@@H]1CCCN1C2=O,CHEMBL5796080,0.146
CHEMBL307572,COc1cc2c(cc1OCCCCCC(=O)N1C[C@H](CCl)c3c1cc(O)c1ccccc31)N=C[C@@H]1CCCN1C2=O,CHEMBL5796080,0.145
CHEMBL70011,COc1cc2c(cc1OCCCCC(=O)N1C[C@@H](CCl)c3c1cc(O)c1ccccc31)N=C[C@@H]1CCCN1C2=O,CHEMBL5796080,0.146
CHEMBL67690,COC(=O)C(CCCN1CCc2cc(OC)c(OC)cc2C1)(Sc1ccc(C)cc1)c1ccc(OC)c(OC)c1,CHEMBL5796080,0.074
CHEMBL302536,COc1cc2c(cc1OCCCCCC(=O)N1C[C@@H](CCl)c3c1cc(O)c1ccccc31)N=C[C@@H]1CCCN1C2=O,CHEMBL5796080,0.145
CHEMBL69748,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C)N(C)Cc1cccc(Cl)c1,CHEMBL5796080,0.079
CHEMBL66001,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C)N(C)CCCc1ccccc1,CHEMBL5796080,0.073
CHEMBL67590,Cc1cc(Br)cc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(-c2ccc(OCc3ccccc3)cc2)cc1,CHEMBL5796080,0.068
CHEMBL449656,Cc1c2ccnc(C(=O)NCCN(C)C)c2cc2c3cc(OC(=O)CCCCC4CCSS4)ccc3n(C)c12,CHEMBL5796080,0.096
CHEMBL70802,C[C@]12C[C@H](c3ccc4c(c3)OCCO4)C3=C4CCC(=O)C=C4CCC3C1CC[C@@]2(O)C#Cc1ccc(N2CCCC2=O)cc1,CHEMBL5796080,0.095
CHEMBL303081,CN(C)c1ccc([C@H]2C[C@@]3(C)C(CC[C@@]3(O)C#Cc3ccc(S(C)(=O)=O)cc3)C3CCC4=CC(=O)CCC4=C32)cc1,CHEMBL5796080,0.06
CHEMBL70796,CCCc1nc(CN2CCC(c3ccccc3)CC2)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5796080,0.142
CHEMBL304137,CCCCN(Cc1ccccc1)Cc1nc(CCC)n(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c1C(=O)O,CHEMBL5796080,0.123
CHEMBL70860,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)OCc3ccccc3)CC2)CC1,CHEMBL5796080,0.102
CHEMBL73093,CCOC(=O)C1=C(C[S+]([O-])c2ccccc2)N(CCN(CC)CC)C(C)=C(C#N)C1c1ccccc1C(F)(F)F,CHEMBL5796080,0.086
CHEMBL73046,CCCCCCCCSc1nc(Cc2cn(CC(=O)NC(Cc3ccccc3)C(=O)OCc3ccccc3)cn2)c[nH]1,CHEMBL5796080,0.11
CHEMBL73129,COC(=O)C1=C(C)N=C(C)/C(=C(/O)OC)C1c1ccc2nc(-c3ccc(OC)cc3)n(Cc3ccc(OC)cc3)c2c1,CHEMBL5796080,0.09
CHEMBL10762,CSCC[C@H](NC(=O)c1ccc(COCc2ccc(-c3ccccn3)o2)cc1-c1ccccc1C)C(=O)[O-].[Li+],CHEMBL5805430,0.086
CHEMBL10902,CSCC[C@H](NC(=O)c1ccc(COCc2ccc(-c3cccnc3)o2)cc1-c1ccccc1C)C(=O)[O-].[Li+],CHEMBL5805430,0.085
CHEMBL10912,CSCC[C@H](NC(=O)c1ccc(COCc2ccc(-c3ccncc3)o2)cc1-c1ccccc1C)C(=O)[O-].[Li+],CHEMBL5805430,0.078
CHEMBL17963,CCCCCCCCCCCCCCCCOCCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O,CHEMBL5805430,0.036
CHEMBL18345,CCCCCCCCCCCCCCCCOC(C)C(COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O,CHEMBL5805430,0.027
CHEMBL18195,CCCCCCCCCCCCCCCCOCC(CCOP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O,CHEMBL5805430,0.037
CHEMBL18157,CCCCCCCCCCCCCCCCOCC(OC(C)=O)C(C)OP(=O)([O-])OCC[N+](C)(C)C,CHEMBL5805430,0.036
CHEMBL18380,CCC(CC)CC(=O)c1c(C(=O)OC)c(-c2ccc(OC)c(OC)c2)c2c(OC)c(OC)c(OC)cc2c1O,CHEMBL5805430,0.08
CHEMBL22840,CC(=O)N1CCc2ccc(N(C(=O)/C=C/c3cccc([N+](=O)[O-])c3)C3CCN(CCC4CCCCC4)CC3)cc21,CHEMBL5805430,0.102
CHEMBL279920,COc1cc(C(C)(C)C)c(OC(=O)NS(=O)(=O)NCC(c2ccccc2)c2ccccc2)c(C(C)(C)C)c1,CHEMBL5805430,0.075
CHEMBL281659,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)C(=O)CC(C)(C)C)c1C,CHEMBL5805430,0.071
CHEMBL284823,CC(=O)c1c(-c2ccc(OCc3ccccc3)cc2)c(-c2ccc(OCc3ccccc3)cc2)nn(CCO)c1=O,CHEMBL5805430,0.114
CHEMBL33001,COc1ccc(CCNCCCOc2ccc(S(=O)(=O)c3c(C(C)C)oc4ccccc34)cc2)cc1OC,CHEMBL5805430,0.093
CHEMBL34460,CO/N=C(\COCc1ccccn1)C(CCN1CCC(O)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL5805430,0.165
CHEMBL34005,C=C(C)[C@H](C(=O)OC(C)(C)C)N1C(=O)/C(=C/OC(=O)C(C)(C)C)[C@H]1SSc1nc2ccccc2s1,CHEMBL5805430,0.081
CHEMBL46590,CCOC(=O)[C@@H]1/C(=C/C(=O)c2ccc(N(C)C)cc2)N=C(C)/C(=C(/O)OCC)[C@H]1c1ccccc1C(F)(F)F,CHEMBL5805430,0.093
CHEMBL45129,C[C@H](NC(=O)c1c(CN2CCC(N3CCOCC3)CC2)c(-c2ccccc2)nc2ccccc12)C1CCCCC1,CHEMBL5805430,0.159
CHEMBL50599,Cc1c(CC(=O)O)c2cc(OC(=O)CCC(=O)OC(C)c3ccccc3)ccc2n1C(=O)c1ccc(Cl)cc1,CHEMBL5805430,0.094
CHEMBL49297,COc1cccc(-c2c(C)n(Cc3ccccc3F)c3nc(C(C)(C)C)c(CN(C)Cc4ccccn4)n3c2=O)c1,CHEMBL5805430,0.13
CHEMBL51720,CCCCCCCCCCCCCCCCOCC(C)(COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O,CHEMBL5805430,0.027
CHEMBL52565,O=C(OCc1ccccc1)N(Cc1ccccc1)CC(O)CN(Cc1ccccc1)C(=O)OCc1ccccc1,CHEMBL5805430,0.087
CHEMBL58427,COc1ccc(OCCCN(C)CCOc2ccc3c(c2)OCO3)c(C2Sc3ccccc3N(C)C2=S)c1,CHEMBL5805430,0.098
CHEMBL301441,CC(O)(c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1)C1CCCCC1,CHEMBL5805430,0.124
CHEMBL57524,CCC(O)(c1ccccc1)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,CHEMBL5805430,0.096
CHEMBL58499,CCc1cc(-c2ccc(Cn3c(CC)nc4c(C)cc(C)nc43)cc2)c(S(=O)(=O)NC(=O)c2ccccc2)s1,CHEMBL5805430,0.099
CHEMBL58291,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2cc(C)sc2S(=O)(=O)NC(=O)c2ccccc2)cc1,CHEMBL5805430,0.1
CHEMBL292372,COc1cc2c(cc1OCCCCCCCN1C(=O)c3cccc4cccc(c34)C1=O)N=C[C@@H]1CCCN1C2=O,CHEMBL5805430,0.15
CHEMBL59082,COc1ccc(CN(CCCOc2cccc(CC(N)=O)c2)CC(c2ccccc2)c2ccccc2)c(OC)c1,CHEMBL5805430,0.078
CHEMBL417393,CCCCOC(=O)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(CCC)nc(CC)c2C(C)=O)c(C)c1,CHEMBL5805430,0.089
CHEMBL304639,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc2oc(-c3ccccc3-c3nnn[nH]3)c(Br)c2c1,CHEMBL5805430,0.122
CHEMBL264442,Cc1cccc(C)c1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(Cc4ccc5c(c4)OCO5)cc3)[C@@H](C)C2)CC1,CHEMBL5805430,0.1
CHEMBL302819,COc1cc2c(cc1OCCCCCC(=O)N1CC(C)c3c1cc(O)c1ccccc31)N=C[C@@H]1CCCN1C2=O,CHEMBL5805430,0.154
CHEMBL69145,Cc1cc(Br)cc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(Oc2ccc(C(C)(C)C)cc2)cc1,CHEMBL5805430,0.045
CHEMBL306520,CCN(CC)C1=NS(=O)(=O)C(C2CC(c3c(C)c(Cl)c(C)c(Cl)c3C)=NO2)=C1c1ccc(OC)cc1,CHEMBL5805430,0.105
CHEMBL69942,CCC(NC(=O)c1c(OCCNC(=O)Cc2ccccn2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,CHEMBL5805430,0.122
CHEMBL267995,CCO/C(O)=C1\C(C[S+]([O-])c2ccccc2Cl)=NC(C)=C(C(=O)OC)C1c1ccccc1C(F)(F)F,CHEMBL5805430,0.121
CHEMBL431390,CCCc1nc(-n2c(Cl)ccc2Cl)c(C(=O)OCC)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5805430,0.14
CHEMBL308857,CC1=C(C#N)C(c2ccccc2C(F)(F)F)/C(=C(\O)OCCN2CCOCC2)C(CSc2ccccc2)=N1,CHEMBL5805430,0.106
CHEMBL307611,COc1ccc(S(=O)(=O)Nc2ccc(-c3cc(N)n(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)cc2)cc1,CHEMBL5805430,0.061
CHEMBL76701,COC(=O)C1=C(C)N=C(C)/C(=C(\O)OC)C1c1cc2cc(-c3c(C)oc(C)c3C(=O)OC)ccc2nc1Cl,CHEMBL5805430,0.085
CHEMBL421874,CCCCc1nc2cccc(C(=O)OCOC(=O)C(C)(C)C)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5805430,0.112
CHEMBL77309,CCCCCCCCCCCCn1nnc(C(C(=O)Nc2c(OC)cc(OC)cc2OC)c2ccccn2)n1,CHEMBL5805430,0.085
CHEMBL308785,CCCCc1nc2cccc(C(=O)OCc3ccncc3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5805430,0.113
CHEMBL77377,CCCCc1nc2cccc(C(=O)OCCN3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5805430,0.136
CHEMBL307588,C=C(C=O)[C@@H]1C[C@@]2(C)C(=CC1=O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)OP(=O)(OCC)OCC,CHEMBL5805430,0.086
CHEMBL80621,CCO/C(O)=C1\C(COCc2cc(O)nc(C(C)(C)C)n2)=NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL5805430,0.115
CHEMBL80690,COc1cc2c(c3c1c(=O)c1cc4ccccc4cc1n3C)[C@@H](OC(C)=O)[C@@H](OC(=O)c1ccccc1)C(C)(C)O2,CHEMBL5805430,0.108
CHEMBL309650,COc1ccc(CN(C)CCc2ccc(NC(=O)c3cccc4c(O)c5cccc(OC)c5nc34)cc2)cc1OC,CHEMBL5805430,0.104
CHEMBL77560,COc1cc2c(cc1OC)CN(CCc1cccc(NC(=O)c3cccc4c(O)c5cccc(OC)c5nc34)c1)CC2,CHEMBL5805430,0.119
CHEMBL79174,COc1cc(C(=O)NS(=O)(=O)c2ccccc2Cl)ccc1Cn1ccc2ccc(NC(=O)CC3CCCC3)cc21,CHEMBL5805430,0.148
CHEMBL15643,COc1ccc(N(C(=O)CN2C(=O)C(NC(=O)c3cc4ccccc4[nH]3)[N+]([O-])=C(C3CCCCC3)c3ccccc32)C(C)C)cc1,CHEMBL5781677,0.138
CHEMBL298454,O=C(C[C@H]1S[C@H](c2ccc(Cl)cc2Cl)N(CC(=O)NCCCN2CCCCC2)C1=O)NCc1cccc2ccccc12,CHEMBL5781677,0.111
CHEMBL42757,O=C(C[C@H]1S[C@H](c2ccc(Cl)cc2Cl)N(CC(=O)NCCCN2CCCC2)C1=O)NCc1cccc2ccccc12,CHEMBL5781677,0.112
CHEMBL43698,Cc1c(Cl)cccc1CNC(=O)C[C@H]1S[C@H](c2ccc(Cl)cc2Cl)N(CC(=O)NCCCN2CCCCC2)C1=O,CHEMBL5781677,0.094
CHEMBL413267,CSc1cccc(NC(=O)NC2N=C(c3ccccc3F)c3cccc(C)c3N(CC(=O)N3CC4CCC(CC4)C3)C2=O)c1,CHEMBL5781677,0.149
CHEMBL50215,CC(=O)c1cccc(NC(=O)NC2N=C(c3ccccc3F)c3cccc(C)c3N(CC(=O)N3CC4CCC(CC4)C3)C2=O)c1,CHEMBL5781677,0.151
CHEMBL53077,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)N1CCN(C)CC1)N(C)Cc1ccc(C(C)(C)C)cc1,CHEMBL5781677,0.098
CHEMBL52679,CC(C)CCN(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)N1CCN(Cc2ccccc2)CC1,CHEMBL5781677,0.09
CHEMBL445357,CS(=O)(=O)N1CC2(CCN(C(=O)[C@H](CSCc3ccc(Cl)c(Cl)c3)NCc3ccccc3)CC2)c2ccccc21,CHEMBL5781677,0.079
CHEMBL55386,CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@H](C(=O)N2CCCC2C(=O)NC(C(=O)C(F)(F)F)C(C)C)C(C)C)c(C(C)C)c1,CHEMBL5781677,0.105
CHEMBL291814,CCC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)CC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,CHEMBL5781677,0.088
CHEMBL63074,C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1Br)c1cc(Br)ccc1[N+](=O)[O-],CHEMBL5781677,0.058
CHEMBL68985,COc1ccc(-c2nc3n(Cc4ccccc4F)c(C)c(-c4ccc5c(c4)OCO5)c(=O)n3c2CN(C)CCc2ccncc2)cc1,CHEMBL5781677,0.113
CHEMBL304308,COc1ccc(-c2nc3n(Cc4ccccc4F)c(C)c(-c4ccc5c(c4)OCO5)c(=O)n3c2CN(C)CCc2ccccn2)cc1,CHEMBL5781677,0.12
CHEMBL80622,CCCCc1nc(SC)c(C(=O)OC(C)(C)C)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)NCCC)cc1,CHEMBL5781677,0.104
CHEMBL80141,COc1ccc2nc3c(C(=O)NCCCN(C)CCCNC(=O)c4cccc5cc6cc(OC)ccc6nc45)cccc3cc2c1,CHEMBL5781677,0.093
CHEMBL311658,CN(CCCNC(=O)c1cccc2cc3ccc(F)cc3nc12)CCCNC(=O)c1cccc2cc3ccc(F)cc3nc12,CHEMBL5781677,0.105
CHEMBL311202,COc1ccc2cc3cccc(C(=O)NCCCN(C)CCCNC(=O)c4cccc5cc6ccc(OC)cc6nc45)c3nc2c1,CHEMBL5781677,0.093
CHEMBL80804,CN(CCCNC(=O)c1cccc2cc3cccc(F)c3nc12)CCCNC(=O)c1cccc2cc3cccc(F)c3nc12,CHEMBL5781677,0.109
CHEMBL80196,COc1cccc2cc3cccc(C(=O)NCCCN(C)CCCNC(=O)c4cccc5cc6cccc(OC)c6nc45)c3nc12,CHEMBL5781677,0.096
CHEMBL80251,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](CCC(F)(F)F)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,CHEMBL5781677,0.17
CHEMBL419477,COc1ccccc1-c1ccc([C@@H](CC(=O)O)NC(=O)[C@]2(C)CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,CHEMBL5781677,0.134
CHEMBL310983,COc1cc(F)ccc1-c1ccc([C@@H](CC(=O)O)NC(=O)[C@]2(C)CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,CHEMBL5781677,0.131
CHEMBL81433,CC1=NC(C)=C(C(=O)OCCCN2C(=O)c3ccccc3S2(=O)=O)C(c2cccc(Cl)c2Cl)/C1=C(\O)OC(C)(C)C,CHEMBL5781677,0.112
CHEMBL311775,COc1cc(F)cc(-c2ccc([C@@H](CC(=O)O)NC(=O)[C@]3(C)CCCN3S(=O)(=O)c3cc(Cl)cc(Cl)c3)cc2)c1,CHEMBL5781677,0.123
CHEMBL310614,COc1c(F)cccc1-c1ccc([C@@H](CC(=O)O)NC(=O)[C@]2(C)CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,CHEMBL5781677,0.149
CHEMBL309939,COc1ccc(F)cc1-c1ccc([C@@H](CC(=O)O)NC(=O)[C@]2(C)CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,CHEMBL5781677,0.122
CHEMBL430811,O=C(O)C[C@@H](NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1)c1ccc(-c2ccccc2OC(F)(F)F)cc1,CHEMBL5781677,0.154
CHEMBL309249,COc1cccc(F)c1-c1ccc([C@@H](CC(=O)O)NC(=O)[C@]2(C)CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,CHEMBL5781677,0.131
CHEMBL82667,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1c2c(c3ccc(NC(=O)CC4CCCC4)cc31)CCCC2,CHEMBL5781677,0.118
CHEMBL81349,CCCCC(CC)C(=O)Nc1ccc2ccn(Cc3c(OC)cc(C(=O)NS(=O)(=O)c4ccccc4)cc3OC)c2c1,CHEMBL5781677,0.07
CHEMBL310672,COc1cc(C(=O)NS(=O)(=O)c2c(C)cccc2Cl)ccc1Cn1ccc2ccc(NC(=O)CC3CCCC3)cc21,CHEMBL5781677,0.116
CHEMBL79858,CCCCC(CC)C(=O)Nc1ccc2ccn(Cc3ccc(C(=O)C(C(=O)OC)S(=O)(=O)c4ccccc4)cc3OC)c2c1,CHEMBL5781677,0.068
CHEMBL312355,CCCCC(CC)C(=O)Nc1ccc2ccn(Cc3ccc(C(=O)NS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc3OC)c2c1,CHEMBL5781677,0.059
CHEMBL79175,CCCCC(CC)C(=O)Nc1ccc2ccn(Cc3ccc(C(=O)NS(=O)(=O)c4ccc(OC)cc4)cc3OC)c2c1,CHEMBL5781677,0.061
CHEMBL311261,CCCN(C(=O)OCc1ccc(C)cc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,CHEMBL5781677,0.107
CHEMBL421342,CCCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,CHEMBL5781677,0.103
CHEMBL83335,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,CHEMBL5781677,0.101
CHEMBL81926,CCCN(C(=O)OCc1ccccc1C)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,CHEMBL5781677,0.107
CHEMBL83823,CCCN(C(=O)OCc1cccc(C)c1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,CHEMBL5781677,0.114
CHEMBL83109,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)OC)N(Cc4ccc5c(c4)OCO5)C(=O)O3)[C@H]21,CHEMBL5781677,0.064
CHEMBL81252,CCN(C(=O)OCc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1,CHEMBL5781677,0.115
CHEMBL314245,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)OC)N(Cc4ccc(O)c(OC)c4)C(=O)O3)[C@H]21,CHEMBL5781677,0.064
CHEMBL311602,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)NC)N(Cc4ccc(C(C)(C)O)cc4)C(=O)O3)[C@H]21,CHEMBL5781677,0.072
CHEMBL311372,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)OC)N(CCc4ccc(O)c(OC)c4)C(=O)O3)[C@H]21,CHEMBL5781677,0.063
CHEMBL85580,COc1ccccc1N1CCN(CCCCc2ccc3c(c2)COC(=O)N3CCN2CCC(C(=O)c3ccc(F)cc3)CC2)CC1,CHEMBL5781677,0.11
CHEMBL314813,COc1ccccc1N1CCN(CCCCc2ccc3c(c2)sc(=O)n3CCN2CCC(C(=O)c3ccc(F)cc3)CC2)CC1,CHEMBL5781677,0.12
CHEMBL83414,CCCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)NS(=O)(=O)c3ccc([N+](=O)[O-])cc3)cnc3ccccc23)cc1,CHEMBL5781677,0.098
CHEMBL328023,CN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,CHEMBL5781677,0.134
CHEMBL87108,CCCc1nc(SC(F)F)c(C(=O)O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)Cc2ccccc2Cl)cc1,CHEMBL5781677,0.094
