Ligand_name,Label,Is_active,Status,Converged,Formula,MW_Da,LogP,HBD,HBA,RotB,TPSA_A2,Best_affinity_kcal_mol,best_rmsd_lb,best_rmsd_ub,RF_Score_pKd,Runtime_s
CHEMBL351434,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL359497,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL35901,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL36422,decoy,0,SUCCESS,True,C29H37ClN3O8+,590.226,1.403,3,9,13,123.99,-3.979,-5.724,0.553,7.307,400.77
CHEMBL36778,decoy,0,SUCCESS,True,C24H28NO5+,410.196,2.913,1,5,11,62.76,-6.68,-10.195,-0.622,6.796,200.97
CHEMBL36170,decoy,0,SUCCESS,True,C30H28Cl2N2O7,598.127,4.129,3,8,14,133.24,-5.68,-9.997,-1.584,6.855,572.5
CHEMBL36885,decoy,0,SUCCESS,True,C24H21F5N4O3,508.153,0.927,1,6,5,71.13,-4.427,-5.721,1.029,6.831,205.71
CHEMBL36742,decoy,0,SUCCESS,True,C28H30O8,494.194,5.213,0,8,18,81.68,-5.614,-9.553,-1.252,6.724,282.61
CHEMBL36621,decoy,0,SUCCESS,True,C27H36N5O4S+,526.248,3.564,3,6,12,98.92,-3.365,-5.53,-0.541,6.561,336.63
CHEMBL362445,decoy,0,SUCCESS,True,C39H52O10,680.356,5.298,1,10,17,134.66,9.246,16.002,0.34,7.727,541.4
CHEMBL362480,decoy,0,SUCCESS,True,C28H25Cl2NO8S3,669.012,5.716,1,8,13,132.91,-5.588,-8.855,-1.214,7.124,534.91
CHEMBL361777,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL37550,decoy,0,SUCCESS,True,C20H16Br3N3O3,582.874,5.835,1,4,5,63.16,-3.368,-3.958,0.784,6.483,62.46
CHEMBL36697,decoy,0,SUCCESS,True,C29H30N5O3S+,528.206,2.484,3,7,11,86.19,-6.104,-9.315,-0.807,6.557,333.3
CHEMBL36738,decoy,0,SUCCESS,True,C27H30NO7+,480.202,3.153,1,7,13,89.06,-4.319,-7.097,-2.608,6.443,338.79
CHEMBL37576,decoy,0,SUCCESS,True,C25H22ClN3O6,495.12,5.238,1,6,9,106.93,-2.044,-2.76,-0.586,7.035,96.82
CHEMBL36746,decoy,0,SUCCESS,True,C27H38N5O3S+,512.269,4.038,3,6,13,81.85,-3.928,-6.684,-1.461,6.515,342.9
CHEMBL37085,decoy,0,SUCCESS,True,C24H22F4N4O3,490.163,0.788,1,6,5,71.13,-6.438,-8.32,1.977,7.388,176.6
CHEMBL37362,decoy,0,SUCCESS,True,C23H26NO5+,396.181,2.871,1,5,10,62.76,-6.725,-9.871,-0.58,7.139,152.52
CHEMBL36804,decoy,0,SUCCESS,True,C27H32NO5+,450.227,3.22,1,5,13,62.76,-5.642,-9.27,-1.783,6.492,331.07
CHEMBL37695,decoy,0,SUCCESS,True,C15H10Cl2O8P2-2,449.924,2.896,0,8,6,132.86,-6.77,-9.936,-1.572,6.655,99.96
CHEMBL37812,decoy,0,SUCCESS,True,C27H26FNO5S,495.152,5.018,1,6,10,73.86,-2.572,-3.474,2.435,7.105,104.19
CHEMBL36999,decoy,0,SUCCESS,True,C27H27N3O5S,505.167,5.456,2,7,12,112.32,14.479,22.097,-0.532,7.308,268.0
CHEMBL362467,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL362446,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL37338,decoy,0,SUCCESS,True,C27H19ClNO7-,504.086,3.305,0,8,7,105.2,-4.682,-6.597,-1.014,6.424,234.36
CHEMBL35373,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL366929,decoy,0,SUCCESS,True,C38H50O10,666.34,4.908,1,10,16,134.66,7.244,12.114,-1.369,7.017,476.37
CHEMBL37510,decoy,0,SUCCESS,True,C29H31ClO8,542.171,3.97,1,8,9,120.11,-0.6,-0.862,1.039,7.461,224.27
CHEMBL37768,decoy,0,SUCCESS,True,C22H18F6N6O,496.145,4.938,1,5,7,87.13,-7.29,-10.699,-2.004,7.646,188.88
CHEMBL37427,decoy,0,SUCCESS,True,C30H32N3O6-,530.23,3.261,1,8,13,113.05,-5.023,-7.372,2.564,7.569,248.38
CHEMBL365145,decoy,0,SUCCESS,True,C27H22Cl4N6O6S,698.008,4.881,3,8,9,159.16,-5.914,-9.025,-1.507,8.094,598.31
CHEMBL36391,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL36905,decoy,0,SUCCESS,True,C28H38N2O6,498.273,1.012,2,6,17,101.36,-5.191,-9.137,-2.989,6.599,376.98
CHEMBL37866,decoy,0,SUCCESS,True,C26H19BrNO6-,520.04,3.636,0,7,7,88.13,-4.989,-6.739,-0.802,5.859,180.68
CHEMBL36529,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL368429,decoy,0,SUCCESS,True,C37H54O10,658.372,5.412,1,10,19,134.66,9.358,16.197,0.956,7.227,471.22
CHEMBL37814,decoy,0,SUCCESS,True,C28H24NO6-,470.161,3.436,0,7,9,88.13,-5.393,-7.6,-0.602,7.103,218.44
CHEMBL37895,decoy,0,SUCCESS,True,C26H19ClNO6-,476.091,3.527,0,7,7,88.13,-5.376,-7.262,-0.858,6.645,178.96
CHEMBL34947,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL38000,decoy,0,SUCCESS,True,C28H29N2O6-,489.203,3.681,1,8,12,101.97,-2.282,-3.349,-0.708,6.587,166.98
CHEMBL37458,decoy,0,SUCCESS,True,C27H34NO7-,484.234,2.514,1,7,16,106.15,-6.068,-10.68,-1.339,6.51,321.36
CHEMBL363456,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL367509,decoy,0,SUCCESS,True,C33H38Cl2N3O6+,642.213,3.837,2,6,13,104.76,-3.259,-5.164,0.306,7.662,539.81
CHEMBL366492,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL36609,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL36462,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL363107,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL37973,decoy,0,SUCCESS,True,C30H33N2O6-,517.234,4.318,1,8,14,101.97,-4.412,-6.733,-0.924,6.895,216.14
CHEMBL37512,decoy,0,SUCCESS,True,C25H27N4O4S+,479.175,2.685,3,6,12,121.93,-5.715,-9.223,-1.442,7.081,354.98
CHEMBL37796,decoy,0,SUCCESS,True,C28H23ClNO8-,536.112,3.544,0,9,11,106.59,-4.62,-6.781,-1.143,6.544,298.5
CHEMBL366088,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL37707,decoy,0,SUCCESS,True,C28H26ClN2O8-,553.138,3.416,1,8,12,140.06,-6.954,-11.019,-0.476,6.933,338.85
CHEMBL37788,decoy,0,SUCCESS,True,C27H22N4O5S2,546.103,5.456,2,9,10,125.21,-4.405,-6.722,0.939,7.351,331.57
CHEMBL38080,decoy,0,SUCCESS,True,C28H23Cl2N4O2+,517.119,4.431,1,3,6,75.0,-3.928,-4.961,0.237,7.529,186.17
CHEMBL38253,decoy,0,SUCCESS,True,C25H16BrClNO5-,523.991,4.281,0,6,5,78.9,-4.712,-6.089,-0.472,6.049,157.87
CHEMBL358711,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL38057,decoy,0,SUCCESS,True,C27H22NO7-,472.14,2.882,0,8,9,97.36,-5.044,-7.108,-0.796,6.226,215.26
CHEMBL38132,decoy,0,SUCCESS,True,C27H19ClNO5-,472.096,4.161,0,6,6,78.9,-5.349,-7.225,-1.01,6.597,194.06
CHEMBL38375,decoy,0,SUCCESS,True,C24H16ClN2O5-,447.075,2.913,0,7,5,91.79,-4.957,-6.406,-0.408,6.159,131.76
CHEMBL366092,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL38160,decoy,0,SUCCESS,True,C26H29N2O7+,481.197,2.957,3,7,13,115.73,-6.011,-9.173,0.339,6.951,207.14
CHEMBL37920,decoy,0,SUCCESS,True,C31H35N2O6-,531.25,3.986,2,8,15,112.97,-3.903,-6.07,-1.545,7.258,317.11
CHEMBL38270,decoy,0,SUCCESS,True,C28H21NO7-2,483.133,1.791,0,8,8,119.03,-5.066,-7.139,-1.396,6.791,215.33
CHEMBL38355,decoy,0,SUCCESS,True,C22H14F6N4O4,512.092,4.872,0,6,5,91.64,-5.258,-7.41,-1.139,6.796,184.7
CHEMBL368907,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL38727,decoy,0,SUCCESS,True,C27H29Cl2FO6,538.133,4.817,1,6,8,93.81,-3.21,-4.242,0.985,7.371,144.67
CHEMBL367461,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL38302,decoy,0,SUCCESS,True,C29H33ClO8,544.186,4.194,1,8,10,120.11,-2.707,-3.894,0.977,6.72,227.67
CHEMBL38404,decoy,0,SUCCESS,True,C26H23ClN4O4,490.141,4.235,2,5,7,100.1,-2.24,-3.156,-0.866,6.952,193.23
CHEMBL38533,decoy,0,SUCCESS,True,C25H28Cl2N4O2S+2,518.13,2.075,3,4,11,59.98,-3.118,-4.394,-0.862,6.874,188.91
CHEMBL38709,decoy,0,SUCCESS,True,C24H20N4O6S,492.11,3.253,1,6,5,129.93,-6.479,-8.372,-0.747,7.3,154.69
CHEMBL38352,decoy,0,SUCCESS,True,C23H19BrN4O5S,542.026,4.49,2,8,9,125.21,-3.128,-4.591,-0.283,6.871,233.52
CHEMBL364632,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL38099,decoy,0,SUCCESS,True,C29H40N4O2S3+2,572.23,1.124,2,5,11,70.6,-2.515,-3.691,-0.278,7.458,296.94
CHEMBL369859,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL38091,decoy,0,SUCCESS,True,C28H27N2O8-,519.177,2.762,1,8,12,140.06,-7.415,-11.749,-1.156,6.75,353.41
CHEMBL361145,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL37454,decoy,0,SUCCESS,True,C30H36FN4O5S2-,615.212,3.071,2,8,12,131.53,-4.572,-7.244,-1.551,7.497,572.19
CHEMBL38799,decoy,0,SUCCESS,True,C36H41N5O5,623.311,5.314,3,9,15,124.85,18.278,25.223,0.429,7.702,232.56
CHEMBL371929,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL367444,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL39274,decoy,0,SUCCESS,True,C27H19Cl2N3O3,503.08,5.139,1,4,6,67.59,-3.509,-4.431,0.382,6.447,156.0
CHEMBL368517,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL367443,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL37335,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL38932,decoy,0,SUCCESS,True,C29H45NO7,519.32,4.679,0,7,17,91.37,-1.758,-2.992,-2.134,5.544,279.53
CHEMBL39380,decoy,0,SUCCESS,True,C20H22Cl2O6P-,459.054,3.677,1,6,12,95.89,-5.395,-9.022,-3.01,7.047,203.28
CHEMBL39618,decoy,0,SUCCESS,True,C27H24Cl2N5O+,504.135,4.075,1,3,7,78.13,-3.604,-4.552,0.169,7.139,193.57
CHEMBL370564,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL38011,decoy,0,SUCCESS,True,C26H30N3O6PS2,575.131,4.205,3,7,15,144.66,-7.051,-12.409,-1.895,7.757,522.67
CHEMBL37611,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL380444,decoy,0,SUCCESS,True,C31H43N3O10,617.295,3.62,1,10,21,134.33,-1.298,-2.361,1.024,6.604,535.81
CHEMBL361650,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL373063,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL39088,decoy,0,SUCCESS,True,C27H38N5O3S+,512.269,4.038,3,6,13,81.85,-4.048,-6.888,-1.415,6.567,331.78
CHEMBL39132,decoy,0,SUCCESS,True,C28H34N4O4S2,554.202,6.021,1,7,15,103.18,-5.947,-9.424,-0.519,7.886,309.66
CHEMBL40088,decoy,0,SUCCESS,True,C26H22Cl2N5O+,490.12,4.668,1,2,7,78.13,8.916,11.262,-0.48,4.584,153.07
CHEMBL38941,decoy,0,SUCCESS,True,C30H27ClN6O2,538.188,5.146,1,7,9,110.99,-4.091,-6.364,-0.849,7.017,378.11
CHEMBL39352,decoy,0,SUCCESS,True,C28H30N3O4S+,504.195,2.872,2,4,11,97.52,-5.322,-7.81,-1.595,7.488,311.91
CHEMBL39854,decoy,0,SUCCESS,True,C23H24FN2O5PS,490.113,4.568,2,5,11,101.57,-7.378,-11.691,-1.242,7.812,247.55
CHEMBL369925,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL39834,decoy,0,SUCCESS,True,C27H26N2O10S,570.131,4.203,2,11,9,147.85,2.515,3.471,0.419,6.296,259.41
CHEMBL39896,decoy,0,SUCCESS,True,C25H23O8S-,483.112,3.474,0,9,15,103.35,-5.347,-8.785,-0.572,6.252,215.82
CHEMBL39086,decoy,0,SUCCESS,True,C28H35FN4O3S2,558.213,4.778,2,6,10,91.4,-4.816,-7.068,-2.29,7.26,385.98
CHEMBL40361,decoy,0,SUCCESS,True,C31H38N3O5+,532.281,2.037,2,5,8,81.54,3.167,3.722,-0.428,7.208,86.67
CHEMBL39800,decoy,0,SUCCESS,True,C24H26FN2O5PS,504.128,4.958,2,5,12,101.57,-7.562,-12.425,-0.84,7.628,293.57
CHEMBL370440,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL39858,decoy,0,SUCCESS,True,C27H41NO7,491.288,3.901,0,7,15,91.37,-5.377,-8.834,-1.797,6.533,228.56
CHEMBL39375,decoy,0,SUCCESS,True,C28H36N4O3S2,540.223,4.829,2,6,10,91.4,-4.577,-6.45,-2.505,7.028,321.61
CHEMBL38338,decoy,0,SUCCESS,True,C37H45N5O5S2+2,703.285,2.411,4,7,18,103.6,2.455,4.249,0.395,8.571,536.31
CHEMBL36530,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL39025,decoy,0,SUCCESS,True,C35H44O9,608.299,5.116,1,9,14,125.43,8.464,13.659,3.0,7.372,421.29
CHEMBL40474,decoy,0,SUCCESS,True,C30H40N3O5+,522.296,2.423,2,5,9,81.54,6.583,7.353,-0.377,7.644,62.85
CHEMBL38254,decoy,0,SUCCESS,True,C31H37N4O4S+,561.253,4.5,3,6,14,121.93,-6.301,-11.274,-1.469,7.085,564.19
CHEMBL39590,decoy,0,SUCCESS,True,C26H32N5O5S+,526.212,1.571,4,5,10,139.17,-1.577,-2.269,-1.043,7.02,329.81
CHEMBL39969,decoy,0,SUCCESS,True,C28H43NO7,505.304,4.289,0,7,16,91.37,-3.846,-6.32,-1.826,6.707,257.35
CHEMBL38785,decoy,0,SUCCESS,True,C24H30NO9P,507.166,0.888,1,9,17,144.87,-5.716,-11.398,-2.766,6.523,476.69
CHEMBL366294,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL38704,decoy,0,SUCCESS,True,C30H27F2N4O4S+,577.172,4.322,3,6,12,121.93,-6.489,-10.851,-1.454,7.103,515.64
CHEMBL38562,decoy,0,SUCCESS,True,C30H28FN4O4S+,559.181,4.183,3,6,12,121.93,-6.633,-11.093,-1.28,7.112,528.2
CHEMBL366015,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL40003,decoy,0,SUCCESS,True,C28H28O9,508.173,4.933,0,9,16,90.91,-5.605,-9.209,-0.506,6.446,275.12
CHEMBL39601,decoy,0,SUCCESS,True,C26H33N3O6,483.237,3.848,2,6,16,108.41,-5.826,-10.084,-2.013,7.132,375.11
CHEMBL39805,decoy,0,SUCCESS,True,C31H28ClN7O2,565.199,4.854,0,7,9,111.07,-2.774,-4.071,-1.569,7.656,367.72
CHEMBL39584,decoy,0,SUCCESS,True,C29H34N4O3+2,486.262,2.235,2,5,10,82.36,-6.094,-9.657,-1.907,7.607,389.83
CHEMBL40037,decoy,0,SUCCESS,True,C29H45NO7,519.32,4.679,0,7,17,91.37,0.971,1.596,-1.033,6.53,298.7
CHEMBL40418,decoy,0,SUCCESS,True,C28H32O8,496.21,3.586,1,8,9,120.11,-3.893,-5.6,0.612,6.171,183.61
CHEMBL361651,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL402673,decoy,0,SUCCESS,True,C29H38N8O3S+2,578.278,0.782,4,7,10,133.9,-3.655,-5.258,-0.918,7.826,288.83
CHEMBL39053,decoy,0,SUCCESS,True,C34H38N3O4+,552.286,4.253,2,5,10,72.31,-5.905,-9.357,-1.06,7.833,517.58
CHEMBL39996,decoy,0,SUCCESS,True,C30H32N3O4S2+,562.183,3.36,2,5,9,97.52,-5.76,-8.454,-1.477,7.512,355.92
CHEMBL40472,decoy,0,SUCCESS,True,C29H31FO8,526.2,3.844,1,8,9,120.11,-5.62,-8.084,0.868,6.987,188.8
CHEMBL39269,decoy,0,SUCCESS,True,C30H29N4O4S+,541.19,4.044,3,6,12,121.93,-5.995,-10.026,-2.028,6.922,502.89
CHEMBL378820,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL368383,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL40668,decoy,0,SUCCESS,True,C26H21ClFN3O4,493.12,3.982,1,5,7,88.07,-4.853,-6.839,-0.818,7.086,141.92
CHEMBL40400,decoy,0,SUCCESS,True,C23H20Cl3N4O4S-,553.028,3.98,2,7,11,130.1,-6.411,-9.784,-1.164,7.792,256.09
CHEMBL406136,decoy,0,SUCCESS,True,C22H21F6N4O2+,487.156,3.473,1,4,6,53.61,-4.994,-7.329,-1.356,6.379,206.68
CHEMBL38996,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL371092,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL40756,decoy,0,SUCCESS,True,C27H30ClFO6,504.171,4.6,1,6,8,93.81,-2.155,-2.848,0.005,7.298,143.5
CHEMBL40238,decoy,0,SUCCESS,True,C26H37Cl2N4O4S+,571.191,2.196,3,5,10,92.18,-5.664,-8.976,-0.717,7.949,420.31
CHEMBL40333,decoy,0,SUCCESS,True,C30H47NO7,533.335,4.925,0,7,18,91.37,18.512,31.499,-1.479,5.663,338.32
CHEMBL406149,decoy,0,SUCCESS,True,C32H41N3O7,579.294,4.234,1,7,10,128.59,10.074,13.019,-0.244,7.669,228.75
CHEMBL39577,decoy,0,SUCCESS,True,C29H35N4O4S+,535.237,4.11,3,6,16,121.93,-5.321,-9.831,-2.695,7.655,547.44
CHEMBL40565,decoy,0,SUCCESS,True,C22H20Cl2N5O5S-,536.057,2.388,2,9,11,154.07,-5.959,-9.094,-1.285,7.734,249.37
CHEMBL38551,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL406995,decoy,0,SUCCESS,True,C32H41ClN5O3+,578.289,4.918,1,4,3,84.28,1.488,1.923,0.943,7.171,235.37
CHEMBL37079,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL405137,decoy,0,SUCCESS,True,C29H35NO9,541.231,4.979,0,9,20,116.46,-1.677,-2.952,-0.202,6.578,296.62
CHEMBL408,decoy,0,SUCCESS,True,C24H27NO5S,441.161,5.206,3,6,11,88.02,-7.076,-9.558,-0.309,6.437,159.86
CHEMBL370439,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL405620,decoy,0,SUCCESS,True,C30H33NO6,503.231,1.986,1,6,14,81.49,-3.332,-5.475,0.468,6.852,317.58
CHEMBL40295,decoy,0,SUCCESS,True,C27H23Cl2N2O7S-,589.061,2.843,1,7,9,132.91,-6.057,-9.598,-1.686,6.599,444.92
CHEMBL40819,decoy,0,SUCCESS,True,C25H25N4O5S+,493.154,3.051,2,6,6,106.22,-7.305,-9.44,-0.439,7.312,172.08
CHEMBL379011,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL40411,decoy,0,SUCCESS,True,C26H20Cl2N5O5S-,584.057,3.178,2,9,10,154.07,-7.09,-11.235,-0.679,7.814,397.96
CHEMBL39804,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL409160,decoy,0,SUCCESS,True,C18H20Br2F2N3O3S+,553.955,2.634,2,4,7,63.08,-6.102,-7.886,0.55,7.027,116.91
CHEMBL40855,decoy,0,SUCCESS,True,C32H44N3O7+,582.317,2.024,2,7,13,100.0,1.789,2.417,0.032,7.359,198.93
CHEMBL38847,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL40600,decoy,0,SUCCESS,True,C31H28FN5O3,537.218,5.326,0,5,8,81.84,-2.94,-4.143,-0.73,8.04,356.31
CHEMBL38861,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL411107,decoy,0,SUCCESS,True,C28H28N3OS2+,486.167,6.429,0,4,8,27.43,-4.821,-6.231,-0.454,7.855,112.01
CHEMBL40563,decoy,0,SUCCESS,True,C30H38N4O4S2,582.233,6.657,1,7,17,103.18,-5.884,-9.667,-0.176,8.069,449.33
CHEMBL40468,decoy,0,SUCCESS,True,C28H35Cl2N4O4S+,593.175,2.372,3,5,12,92.18,-5.585,-9.176,-1.161,7.947,529.72
CHEMBL407386,decoy,0,SUCCESS,True,C33H44ClNO6,585.286,2.437,2,6,13,100.33,-2.765,-4.139,0.181,7.658,417.41
CHEMBL40366,decoy,0,SUCCESS,True,C31H36ClN4O4S+,595.214,2.564,3,5,11,92.18,-6.018,-9.887,-1.546,7.709,590.71
CHEMBL40940,decoy,0,SUCCESS,True,C22H20Cl2N5O4S-,520.062,2.721,2,8,11,142.99,-6.024,-9.194,-1.377,7.658,254.83
CHEMBL41020,decoy,0,SUCCESS,True,C24H22Cl2N3O5S-,534.066,3.598,2,7,11,128.29,-6.028,-9.552,-1.784,7.652,254.09
CHEMBL39209,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL405982,decoy,0,SUCCESS,True,C31H25N3O8,567.164,5.17,0,9,10,151.24,-3.932,-6.691,-2.399,6.395,503.22
CHEMBL406551,decoy,0,SUCCESS,True,C30H23F5N4O4,598.164,2.34,1,6,9,112.06,-3.656,-5.152,3.108,6.714,488.24
CHEMBL40265,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL408033,decoy,0,SUCCESS,True,C33H37N7O2,563.301,5.76,3,7,13,119.39,-6.228,-10.052,-2.549,7.804,395.53
CHEMBL380601,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL405820,decoy,0,SUCCESS,True,C29H34Cl2N3O4S+,590.164,4.42,2,4,12,92.32,-5.546,-9.113,-2.279,7.243,539.26
CHEMBL406790,decoy,0,SUCCESS,True,C35H32FN5O4,605.244,6.022,1,5,11,98.84,0.487,0.714,2.301,7.012,515.4
CHEMBL403321,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL41089,decoy,0,SUCCESS,True,C23H20Cl3N4O5S-,569.023,3.646,2,8,11,141.18,-6.343,-9.681,-0.757,7.662,257.44
CHEMBL407054,decoy,0,SUCCESS,True,C33H39NO9,593.262,3.631,3,9,15,143.92,-3.804,-6.472,-1.518,6.734,556.6
CHEMBL409028,decoy,0,SUCCESS,True,C43H68O11,760.476,5.384,3,11,17,134.53,206.832,321.7,2.397,7.557,379.58
CHEMBL40377,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL413313,decoy,0,SUCCESS,True,C28H33FO5,468.231,4.466,1,5,6,72.83,-1.879,-2.264,-0.771,6.944,69.16
CHEMBL409059,decoy,0,SUCCESS,True,C34H62N2O7+2,610.455,1.378,4,7,20,111.17,79.048,120.638,-0.154,6.786,380.8
CHEMBL407381,decoy,0,SUCCESS,True,C32H39N3O6S,593.256,1.61,2,6,13,121.97,-4.314,-7.34,-0.923,7.625,545.42
CHEMBL405765,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL41179,decoy,0,SUCCESS,True,C23H21Cl2N4O5S-,535.062,2.993,2,8,11,141.18,-6.645,-10.53,-1.326,7.75,270.0
CHEMBL408803,decoy,0,SUCCESS,True,C36H38N3O6-,608.277,4.179,0,6,5,110.29,2.517,3.547,1.301,8.042,478.87
CHEMBL410839,decoy,0,SUCCESS,True,C31H43NO6S,557.281,1.845,2,7,13,100.33,-2.566,-3.841,-0.889,6.858,340.68
CHEMBL407310,decoy,0,SUCCESS,True,C37H38N2O7,622.268,4.611,2,7,10,100.93,-2.533,-3.866,0.805,6.744,592.54
CHEMBL412307,decoy,0,SUCCESS,True,C28H27ClN2O4,490.166,4.563,2,4,11,80.56,-5.059,-7.574,-1.607,5.523,245.11
CHEMBL413815,decoy,0,SUCCESS,True,C25H24N3OS3+,478.108,5.914,0,5,4,27.43,-4.878,-5.449,-0.11,4.11,77.19
CHEMBL411925,decoy,0,SUCCESS,True,C31H35N2O6-,531.25,3.844,2,8,15,112.97,-2.677,-4.319,-0.379,6.283,325.54
CHEMBL40771,decoy,0,SUCCESS,True,C31H36ClN4O4S+,595.214,2.564,3,5,11,92.18,-6.169,-10.135,-2.1,7.917,587.66
CHEMBL412854,decoy,0,SUCCESS,True,C21H19N5O7S,485.101,3.54,2,8,9,164.6,-5.258,-7.718,-0.631,7.215,176.26
CHEMBL412421,decoy,0,SUCCESS,True,C28H40N3O3S+,498.278,2.902,2,4,10,84.91,-5.359,-7.396,-0.09,7.296,239.21
CHEMBL40461,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL413258,decoy,0,SUCCESS,True,C31H32N3O6+,542.229,2.323,2,6,9,112.21,-0.242,-0.342,-0.64,7.266,193.12
CHEMBL407399,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL402702,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL408112,decoy,0,SUCCESS,True,C35H37F3O11,690.229,5.462,0,11,12,140.73,3.012,4.245,7.209,6.37,582.58
CHEMBL40898,decoy,0,SUCCESS,True,C30H27F2N4O4S+,577.172,4.322,3,6,12,121.93,-5.571,-9.317,-1.871,7.641,531.57
CHEMBL406996,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL41296,decoy,0,SUCCESS,True,C29H32O8,508.21,3.752,1,8,9,120.11,-0.378,-0.544,0.719,7.106,223.28
CHEMBL41396,decoy,0,SUCCESS,True,C25H25ClN3O3S+,482.13,3.796,2,4,5,63.08,-7.575,-9.346,0.189,7.922,135.41
CHEMBL414201,decoy,0,SUCCESS,True,C26H36O7,460.246,3.327,1,7,7,99.13,-3.465,-4.579,2.294,7.748,86.13
CHEMBL41070,decoy,0,SUCCESS,True,C25H27FN3O6PS,547.134,3.812,3,6,13,144.66,-6.973,-11.865,-1.951,7.749,453.53
CHEMBL407284,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL41403,decoy,0,SUCCESS,True,C27H30ClFO6,504.171,4.6,1,6,8,93.81,-1.624,-2.146,1.854,6.826,126.95
CHEMBL41129,decoy,0,SUCCESS,True,C25H22Cl2N3O7S-,578.056,2.171,2,7,9,148.7,-6.486,-10.278,-1.518,7.082,429.61
CHEMBL410312,decoy,0,SUCCESS,True,C30H26Cl2N4O5,592.128,4.048,3,7,9,134.32,-4.9,-7.335,-0.527,7.306,496.75
CHEMBL410760,decoy,0,SUCCESS,True,C36H41N5O4,607.316,7.474,2,5,10,115.47,56.12,85.648,0.874,7.769,486.01
CHEMBL407824,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL412056,decoy,0,SUCCESS,True,C30H32N4O6S,576.204,5.091,2,7,11,128.62,-6.425,-9.806,-0.868,7.751,420.44
CHEMBL41444,decoy,0,SUCCESS,True,C25H25ClN3O3S+,482.13,3.796,2,4,5,63.08,-6.918,-8.536,0.592,7.597,139.28
