Ligand_name,Label,Is_active,Status,Converged,Formula,MW_Da,LogP,HBD,HBA,RotB,TPSA_A2,Best_affinity_kcal_mol,best_rmsd_lb,best_rmsd_ub,RF_Score_pKd,Runtime_s
CHEMBL412865,decoy,0,SUCCESS,True,C26H25N3O6S2,539.118,4.173,1,8,9,114.37,-4.659,-6.566,-2.941,6.955,285.78
CHEMBL414010,decoy,0,SUCCESS,True,C23H20ClN3O5,453.109,5.361,1,6,9,93.9,-6.525,-9.195,-0.96,7.42,187.94
CHEMBL408723,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL409338,decoy,0,SUCCESS,True,C35H42NO11+,652.275,3.142,1,11,14,168.37,105.964,152.423,-0.765,6.141,560.62
CHEMBL40779,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL41529,decoy,0,SUCCESS,True,C31H40N3O5+,534.296,2.589,2,5,9,81.54,95.255,111.961,0.032,7.282,86.89
CHEMBL414886,decoy,0,SUCCESS,True,C24H26N3O3S+,436.169,2.246,2,4,7,72.61,-5.717,-7.722,0.027,6.993,151.39
CHEMBL414184,decoy,0,SUCCESS,True,C23H18F3N3O5,473.12,5.338,1,6,8,93.9,-6.763,-9.926,-1.246,7.212,221.79
CHEMBL411325,decoy,0,SUCCESS,True,C38H47ClN2O8,694.302,6.365,1,8,12,132.89,-2.664,-3.91,3.074,7.01,519.75
CHEMBL415105,decoy,0,SUCCESS,True,C26H22N4O2,422.174,4.563,2,4,7,73.8,-6.598,-9.297,-0.876,7.76,146.97
CHEMBL409058,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL414014,decoy,0,SUCCESS,True,C23H16F6N2O4,498.101,5.635,1,4,6,67.87,-7.656,-11.685,-1.669,6.68,254.67
CHEMBL413267,decoy,0,SUCCESS,True,C34H36FN5O3S,613.252,5.836,2,5,8,94.11,6.926,9.356,-0.833,7.277,380.77
CHEMBL41359,decoy,0,SUCCESS,True,C26H32N5O5S+,526.212,1.713,4,5,10,139.17,-6.443,-9.267,-1.266,6.678,340.13
CHEMBL40872,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL41144,decoy,0,SUCCESS,True,C30H39FN4O4S2,602.24,4.313,3,7,13,111.63,-4.04,-6.52,-1.83,7.28,569.75
CHEMBL414012,decoy,0,SUCCESS,True,C26H23FN4O6-2,506.161,-0.054,2,8,12,154.06,-5.828,-9.576,-1.811,6.819,313.94
CHEMBL415291,decoy,0,SUCCESS,True,C24H23N3O5,433.164,4.752,1,6,10,93.9,-7.807,-11.458,-1.475,7.631,199.6
CHEMBL413523,decoy,0,SUCCESS,True,C27H30N5O4S-,520.202,2.889,1,7,11,129.9,-7.002,-11.504,-2.613,7.826,394.1
CHEMBL409140,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL415487,decoy,0,SUCCESS,True,C21H29N2O5S+,421.179,2.279,3,6,15,101.47,-6.098,-10.555,-1.392,7.016,207.12
CHEMBL415998,decoy,0,SUCCESS,True,C21H21Cl2N6O3+,475.105,2.842,2,5,6,119.03,-6.473,-8.744,0.41,8.187,151.02
CHEMBL414410,decoy,0,SUCCESS,True,C30H44ClNO6,549.286,1.99,1,6,14,89.33,-1.74,-2.656,-0.417,7.315,320.79
CHEMBL415944,decoy,0,SUCCESS,True,C27H32ClN4O3+,495.216,2.787,2,3,8,68.01,-5.301,-7.78,-1.541,7.35,201.38
CHEMBL415478,decoy,0,SUCCESS,True,C23H20F3N3O5,475.136,5.257,1,6,9,93.9,-6.956,-10.616,-1.656,7.421,248.7
CHEMBL41588,decoy,0,SUCCESS,True,C25H29Cl2N6O2+,515.172,2.72,3,5,10,87.58,-6.1,-8.953,-1.738,8.044,241.24
CHEMBL415917,decoy,0,SUCCESS,True,C30H52NO8+,554.369,1.996,3,8,18,115.96,-0.55,-0.743,0.561,6.261,219.5
CHEMBL416086,decoy,0,SUCCESS,True,C16H16BrN3O4S2,456.977,4.229,2,7,9,93.46,-5.701,-8.034,-1.677,7.627,132.66
CHEMBL412664,decoy,0,SUCCESS,True,C30H31N7O4,553.244,5.175,1,8,15,125.9,-6.991,-11.895,-1.233,7.765,491.96
CHEMBL415975,decoy,0,SUCCESS,True,C27H38N3O3S2+,516.235,2.977,2,4,10,84.91,-6.801,-9.782,-0.131,7.343,218.93
CHEMBL415966,decoy,0,SUCCESS,True,C22H19Cl2N4O5-,489.074,1.253,3,8,11,140.32,-6.332,-9.663,-2.307,7.858,220.64
CHEMBL409170,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL415104,decoy,0,SUCCESS,True,C29H25N4O4-,493.188,2.402,2,6,10,113.93,-6.188,-9.805,-1.685,7.84,312.8
CHEMBL412635,decoy,0,SUCCESS,True,C23H30ClN3O7S2,559.121,2.146,3,8,17,124.22,-4.969,-9.616,-3.309,7.326,528.97
CHEMBL416068,decoy,0,SUCCESS,True,C28H29Cl2N5O2,537.17,5.018,1,6,6,72.8,71.121,93.989,0.936,7.461,181.7
CHEMBL415481,decoy,0,SUCCESS,True,C25H22F3N3O5,501.151,6.118,1,6,10,93.9,-6.36,-9.706,-1.829,7.164,308.0
CHEMBL413491,decoy,0,SUCCESS,True,C28H35N5O5S2,585.208,4.337,3,7,16,139.26,-5.811,-9.888,-0.241,7.521,501.37
CHEMBL416090,decoy,0,SUCCESS,True,C30H30N4O3,494.232,5.204,0,5,7,67.67,-2.384,-3.36,-0.056,7.454,203.18
CHEMBL416191,decoy,0,SUCCESS,True,C22H24BrF2N4O2+,493.105,3.726,2,5,8,60.71,-5.556,-7.505,-0.942,6.876,161.83
CHEMBL415983,decoy,0,SUCCESS,True,C31H34N6O2,522.274,6.489,2,6,10,107.36,-7.198,-11.196,-0.677,7.675,288.16
CHEMBL415967,decoy,0,SUCCESS,True,C27H26N5O3P,499.177,4.64,4,7,11,124.02,-7.952,-12.6,-2.04,7.372,302.77
CHEMBL414879,decoy,0,SUCCESS,True,C31H32N5O5S+,586.212,1.864,2,7,10,116.73,-5.704,-8.372,-0.241,7.867,418.06
CHEMBL416097,decoy,0,SUCCESS,True,C28H24N4O4S,512.152,4.393,3,5,9,127.31,-6.095,-8.589,-1.936,7.628,192.67
CHEMBL41518,decoy,0,SUCCESS,True,C28H31N7O3,513.249,3.922,0,8,7,120.3,-3.885,-5.929,-0.247,6.886,393.24
CHEMBL416199,decoy,0,SUCCESS,True,C27H24INO7,601.06,4.831,2,8,8,95.48,-4.108,-5.428,2.199,6.799,177.59
CHEMBL408390,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL412446,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL415010,decoy,0,SUCCESS,True,C34H36N4O4,564.274,2.987,1,6,13,112.06,-5.729,-9.079,1.709,7.753,449.39
CHEMBL415034,decoy,0,SUCCESS,True,C26H35N5O5,497.264,3.277,2,8,15,122.75,-4.992,-8.495,-1.492,6.951,445.76
CHEMBL416122,decoy,0,SUCCESS,True,C24H21ClF2N4O2S,502.104,4.953,2,5,10,80.04,-6.194,-8.909,-1.835,7.418,225.66
CHEMBL415954,decoy,0,SUCCESS,True,C26H22F4N2O5S2,582.091,5.949,2,7,9,97.75,-7.112,-10.646,-0.69,7.458,356.78
CHEMBL416173,decoy,0,SUCCESS,True,C22H25BrN2O5S,508.067,4.849,2,6,12,99.43,-5.391,-8.857,-0.612,6.133,232.39
CHEMBL40920,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL416065,decoy,0,SUCCESS,True,C25H19Cl2N6O5-,553.08,3.4,2,10,11,151.28,-6.089,-9.292,-1.395,7.928,320.19
CHEMBL416029,decoy,0,SUCCESS,True,C29H35NO6S,525.219,5.046,2,7,12,97.39,-4.214,-6.308,-1.423,6.755,341.44
CHEMBL416392,decoy,0,SUCCESS,True,C28H27NO8,505.174,4.235,2,9,10,104.71,-4.636,-6.397,2.297,6.655,178.99
CHEMBL416453,decoy,0,SUCCESS,True,C19H21ClN3O5S2+,470.061,2.656,2,7,10,95.1,-6.019,-8.482,-0.551,7.597,167.58
CHEMBL416324,decoy,0,SUCCESS,True,C20H21ClN4O5S2,496.064,4.738,2,8,12,122.89,-4.828,-6.803,-1.642,7.101,206.14
CHEMBL416398,decoy,0,SUCCESS,True,C25H28IN4O2+,543.125,2.747,1,4,8,50.11,-6.542,-9.219,-0.404,7.46,193.1
CHEMBL416515,decoy,0,SUCCESS,True,C21H19N5O3S2,453.093,2.766,2,6,6,108.05,-6.505,-8.787,-0.922,7.489,157.06
CHEMBL415718,decoy,0,SUCCESS,True,C34H38N7O4+,608.298,2.672,4,4,12,115.76,25.487,38.897,1.3,7.612,452.58
CHEMBL41613,decoy,0,SUCCESS,True,C23H22Cl2N5O5S-,550.072,2.696,2,9,12,154.07,-5.727,-8.74,-1.617,7.73,286.0
CHEMBL416529,decoy,0,SUCCESS,True,C22H24F3N5O,431.193,4.337,2,5,10,70.15,-5.859,-8.6,-0.945,7.003,167.35
CHEMBL414007,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL416375,decoy,0,SUCCESS,True,C29H30N7O3+,524.24,2.014,4,5,8,118.37,1.7,2.396,-0.315,6.869,233.58
CHEMBL416746,decoy,0,SUCCESS,True,C24H17Cl2F2N4O3-,517.065,3.413,0,7,4,79.81,-5.974,-7.022,-0.473,7.884,93.06
CHEMBL416531,decoy,0,SUCCESS,True,C27H21NO5S-2,471.115,2.575,0,6,8,102.26,-5.122,-6.919,-0.943,6.166,163.65
CHEMBL416468,decoy,0,SUCCESS,True,C30H34N5O2+,496.271,5.17,0,5,12,64.13,-2.954,-4.336,0.395,7.771,211.26
CHEMBL416192,decoy,0,SUCCESS,True,C35H35BrN3O4+,640.181,4.011,4,4,8,88.16,-0.125,-0.177,-1.834,6.816,303.33
CHEMBL415991,decoy,0,SUCCESS,True,C30H34F2NO4+,510.245,4.176,2,4,14,60.2,-4.83,-8.077,-2.15,7.473,438.28
CHEMBL41446,decoy,0,SUCCESS,True,C31H29Cl2N3O5,593.148,6.488,1,5,13,101.21,-6.055,-9.595,-1.805,7.809,585.77
CHEMBL416399,decoy,0,SUCCESS,True,C27H32N2O6S2,544.17,4.512,0,7,13,102.87,-5.299,-8.397,0.287,7.691,276.17
CHEMBL416373,decoy,0,SUCCESS,True,C25H32N4O5,468.237,4.016,2,9,18,123.97,-5.931,-10.092,-1.265,7.618,296.73
CHEMBL415970,decoy,0,SUCCESS,True,C28H34N3O4S+,508.226,3.486,3,6,17,93.21,-5.908,-10.916,-1.609,7.575,491.1
CHEMBL416654,decoy,0,SUCCESS,True,C27H23N3O5S,501.136,4.295,2,6,8,120.08,-5.541,-7.646,-1.456,7.307,170.11
CHEMBL415540,decoy,0,SUCCESS,True,C27H24Cl3N4O6S2-,669.021,3.765,2,8,9,148.6,-4.553,-6.949,-1.378,7.637,552.83
CHEMBL41447,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL415040,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL359134,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL38846,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL416613,decoy,0,SUCCESS,True,C22H24Cl2NO7S+,516.065,1.685,2,7,10,111.41,-6.172,-9.6,-1.691,7.271,222.47
CHEMBL416603,decoy,0,SUCCESS,True,C29H33FO8,528.216,3.924,1,8,10,120.11,-1.833,-2.636,1.303,6.949,224.46
CHEMBL41630,decoy,0,SUCCESS,True,C31H29Cl2N3O4S+2,609.124,3.365,2,6,12,74.25,-3.948,-6.256,0.104,7.651,364.9
CHEMBL416773,decoy,0,SUCCESS,True,C28H29N2O4S+,489.184,4.084,1,6,11,85.16,-3.392,-4.978,-0.751,7.848,179.19
CHEMBL41218,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL416754,decoy,0,SUCCESS,True,C20H16Cl3F2N5O3,517.029,2.903,2,5,7,100.74,-6.527,-9.198,-1.223,7.75,212.26
CHEMBL416091,decoy,0,SUCCESS,True,C34H44N8O2+2,596.358,1.647,4,6,11,116.83,-5.934,-8.883,-0.413,7.342,470.62
CHEMBL417188,decoy,0,SUCCESS,True,C22H17Cl2N3O4S,489.032,4.44,2,5,6,110.85,-6.965,-9.205,-1.586,7.579,136.76
CHEMBL416570,decoy,0,SUCCESS,True,C27H24NO8S-,522.123,3.967,0,9,13,100.44,-4.188,-6.392,-1.7,6.318,296.63
CHEMBL416702,decoy,0,SUCCESS,True,C22H27Cl3N3O4+,502.106,3.327,3,4,14,81.1,-5.632,-9.254,-1.506,7.58,266.62
CHEMBL416069,decoy,0,SUCCESS,True,C31H43N4O4S+,567.3,2.118,3,5,11,92.18,-6.003,-9.863,-1.28,7.216,532.65
CHEMBL407553,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL404800,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL415082,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL416712,decoy,0,SUCCESS,True,C29H31N7O2,509.254,3.483,3,6,10,129.89,-5.18,-7.451,-0.139,6.653,277.63
CHEMBL416628,decoy,0,SUCCESS,True,C26H42O8,482.288,3.676,2,8,17,119.36,-5.165,-9.09,-0.562,6.525,307.23
CHEMBL417275,decoy,0,SUCCESS,True,C29H24ClN5OS,525.139,5.708,0,5,5,63.38,-5.799,-7.155,0.638,7.706,136.47
CHEMBL416475,decoy,0,SUCCESS,True,C21H25F5N3O3S+,494.153,1.992,3,6,11,71.87,-5.733,-9.756,-2.12,7.36,387.92
CHEMBL417181,decoy,0,SUCCESS,True,C23H25ClF3N2O4+,485.145,3.259,2,4,7,63.44,-6.365,-8.783,-0.115,7.335,185.86
CHEMBL416883,decoy,0,SUCCESS,True,C30H34Cl2O7,576.168,5.83,0,7,10,99.88,-1.566,-2.298,-0.12,7.251,244.23
CHEMBL416424,decoy,0,SUCCESS,True,C30H34O10,554.215,5.231,0,10,22,100.14,-3.572,-6.496,-1.433,6.192,424.44
CHEMBL416714,decoy,0,SUCCESS,True,C30H31N7O2,521.254,5.607,2,6,12,116.23,-6.402,-9.77,-1.641,7.758,310.81
CHEMBL416463,decoy,0,SUCCESS,True,C23H26F6N7+,514.215,3.583,3,4,11,92.12,-6.488,-10.281,-1.182,7.543,420.25
CHEMBL417133,decoy,0,SUCCESS,True,C29H30N4O6,530.217,3.433,1,6,6,112.4,-7.126,-9.625,0.844,7.732,213.9
CHEMBL417428,decoy,0,SUCCESS,True,C27H22O8,474.131,3.78,1,8,8,100.52,124.574,171.911,2.904,7.288,127.94
CHEMBL417344,decoy,0,SUCCESS,True,C26H32N4O6,496.232,3.853,2,9,13,112.0,-1.005,-1.475,0.757,5.901,167.1
CHEMBL415039,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL416809,decoy,0,SUCCESS,True,C21H24Cl4N7+,514.084,4.159,3,4,11,92.12,-6.231,-9.145,-1.045,7.678,298.75
CHEMBL417398,decoy,0,SUCCESS,True,C23H23BrN4O3,482.095,4.838,1,4,9,78.53,-6.627,-9.339,-0.639,7.097,149.77
CHEMBL416820,decoy,0,SUCCESS,True,C30H29N6O3S+,553.202,2.968,3,4,10,135.91,-5.389,-7.436,-0.17,7.901,312.51
CHEMBL416842,decoy,0,SUCCESS,True,C24H28F3N2O5S+,513.167,2.474,2,5,11,86.14,-6.27,-10.302,-1.069,6.614,310.76
CHEMBL416848,decoy,0,SUCCESS,True,C28H31ClFN2O4+,513.195,3.622,2,4,11,63.44,-4.263,-6.63,-0.635,6.793,307.51
CHEMBL416577,decoy,0,SUCCESS,True,C32H40N2O6,548.289,5.159,2,7,14,110.28,-5.297,-8.549,-1.155,7.27,419.62
CHEMBL417165,decoy,0,SUCCESS,True,C23H24Cl2N7O4-,532.127,2.454,2,10,14,145.29,-5.493,-8.383,-0.892,8.053,281.3
CHEMBL416825,decoy,0,SUCCESS,True,C27H27ClNO7-,512.148,4.001,0,7,13,114.73,-5.468,-9.304,-2.462,7.474,357.65
CHEMBL416256,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL417233,decoy,0,SUCCESS,True,C29H38N2O6,510.273,5.646,1,6,8,86.33,-4.947,-7.839,-0.463,7.25,281.96
CHEMBL413531,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL417006,decoy,0,SUCCESS,True,C34H46N8O2+2,598.373,2.188,4,6,13,116.83,3.356,5.023,-0.343,7.887,352.08
CHEMBL415902,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL417486,decoy,0,SUCCESS,True,C26H28O10,500.168,3.98,0,10,11,107.98,-0.552,-0.811,-1.679,6.196,199.11
CHEMBL417478,decoy,0,SUCCESS,True,C24H25ClFN6O2+,483.171,3.004,3,6,8,93.47,10.594,14.929,-0.648,7.284,215.43
CHEMBL416528,decoy,0,SUCCESS,True,C28H34FN5O4S,555.232,3.11,3,7,13,124.52,-6.535,-11.311,-0.142,7.892,545.9
CHEMBL417067,decoy,0,SUCCESS,True,C31H32O9,548.205,5.018,1,9,16,101.91,-5.275,-8.821,-0.52,6.835,373.46
CHEMBL416890,decoy,0,SUCCESS,True,C32H42FN4O+3,517.333,0.574,3,2,10,33.63,-6.415,-9.79,-0.37,7.324,396.6
CHEMBL417449,decoy,0,SUCCESS,True,C26H33N3O5S,499.214,5.328,2,6,11,110.52,-6.045,-8.696,-0.349,7.123,266.34
CHEMBL41745,decoy,0,SUCCESS,True,C22H18F4N5O5-,508.125,2.072,2,9,11,138.39,-6.917,-10.556,-1.319,7.355,269.32
CHEMBL417521,decoy,0,SUCCESS,True,C26H22ClFN4O4,508.131,4.374,2,5,7,100.1,-2.195,-3.093,-1.639,7.026,226.09
CHEMBL417349,decoy,0,SUCCESS,True,C26H22N5O6S+,532.129,2.418,4,6,9,193.24,-5.511,-8.249,-1.811,7.31,328.87
CHEMBL41202,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL417971,decoy,0,SUCCESS,True,C23H26NO7S-,460.144,2.06,0,7,10,105.2,-6.366,-9.343,-1.257,6.37,126.82
CHEMBL417550,decoy,0,SUCCESS,True,C27H41N2O4+,457.306,3.173,1,4,12,60.28,-6.545,-10.372,-1.277,7.663,252.21
CHEMBL417212,decoy,0,SUCCESS,True,C28H32N4O6,520.232,4.716,3,8,13,133.58,-6.224,-10.591,-2.271,7.239,400.74
CHEMBL417869,decoy,0,SUCCESS,True,C27H29N2O6S+,509.174,4.121,1,7,12,104.51,-3.32,-4.872,-0.948,7.678,194.78
CHEMBL417372,decoy,0,SUCCESS,True,C27H31O8-,483.202,3.431,1,8,16,122.19,-5.905,-10.221,-2.27,6.437,367.66
CHEMBL417812,decoy,0,SUCCESS,True,C27H21N4O5-,481.152,2.988,1,6,8,118.66,-6.215,-9.122,-0.678,6.915,224.34
CHEMBL417624,decoy,0,SUCCESS,True,C27H27F2NO5S,515.158,6.236,2,5,7,92.7,-6.796,-9.378,-0.734,6.948,256.76
CHEMBL417597,decoy,0,SUCCESS,True,C31H50O7,534.356,4.889,3,7,20,105.45,-3.88,-6.035,-1.244,7.205,283.03
CHEMBL418006,decoy,0,SUCCESS,True,C26H28ClN3O3S,497.154,4.796,0,4,9,54.78,-5.209,-7.341,-0.944,7.613,163.93
CHEMBL417604,decoy,0,SUCCESS,True,C33H44NO4+,518.326,3.48,3,4,12,63.36,-3.981,-6.308,-0.603,7.467,275.23
CHEMBL417360,decoy,0,SUCCESS,True,C28H26N6O4S,542.174,0.316,2,6,10,159.83,-6.005,-9.164,-1.442,7.555,385.74
CHEMBL418167,decoy,0,SUCCESS,True,C19H16F6N6S,474.106,4.668,0,7,4,58.04,-8.44,-10.906,-0.89,7.424,112.68
CHEMBL417429,decoy,0,SUCCESS,True,C26H28ClN5O4S,541.155,5.099,2,6,13,133.11,-5.956,-9.438,-0.49,7.556,384.95
CHEMBL417698,decoy,0,SUCCESS,True,C26H20Cl2N5O3-,520.095,3.795,2,7,9,119.93,-6.438,-9.825,-1.67,7.775,287.5
CHEMBL417801,decoy,0,SUCCESS,True,C28H23N3O4S,497.141,5.13,1,7,7,84.67,-4.912,-6.635,-1.252,7.328,284.25
CHEMBL417488,decoy,0,SUCCESS,True,C29H35NO6S,525.219,5.046,2,7,12,97.39,-3.79,-5.674,-0.317,7.129,338.79
CHEMBL417743,decoy,0,SUCCESS,True,C28H42N2O6+2,502.303,1.187,2,6,16,64.26,20.729,34.059,-1.32,7.33,298.39
CHEMBL418013,decoy,0,SUCCESS,True,C22H23F6N7O+2,515.186,1.499,6,2,7,111.07,-4.918,-7.074,-1.31,7.402,208.3
CHEMBL41628,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL417393,decoy,0,SUCCESS,True,C29H37N3O5S,539.245,5.839,1,6,17,107.36,-6.417,-11.294,0.861,7.579,451.67
CHEMBL40659,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL417903,decoy,0,SUCCESS,True,C28H26NO9-,520.161,-0.221,1,9,12,130.85,-2.789,-4.419,-2.405,5.961,286.71
CHEMBL417127,decoy,0,SUCCESS,True,C30H41N3O5S,555.277,1.913,2,5,12,123.22,-6.664,-11.339,-1.755,7.761,550.16
CHEMBL417831,decoy,0,SUCCESS,True,C26H25ClN3O6-,510.144,2.279,2,7,10,135.8,-6.777,-10.541,-0.906,7.568,322.77
CHEMBL417836,decoy,0,SUCCESS,True,C27H33N4O5-,493.246,2.116,1,7,8,114.9,-5.834,-8.904,-1.013,7.549,319.19
CHEMBL418196,decoy,0,SUCCESS,True,C26H33N5O6,511.243,4.909,0,7,6,114.28,-4.068,-5.733,-0.037,7.852,189.05
CHEMBL418053,decoy,0,SUCCESS,True,C24H20BrN3O5S,541.031,5.095,2,7,9,112.32,-3.668,-5.384,-0.363,5.777,229.49
CHEMBL417136,decoy,0,SUCCESS,True,C31H38NO6S+,552.241,4.762,1,6,18,79.41,-5.64,-10.257,-3.39,7.327,564.64
CHEMBL417961,decoy,0,SUCCESS,True,C26H38Cl2N9O+3,562.256,-0.52,6,5,13,105.15,-3.838,-5.633,-0.93,7.934,308.41
CHEMBL418171,decoy,0,SUCCESS,True,C25H29N3O5S,483.183,4.692,2,6,8,110.52,-6.029,-8.319,-0.408,7.357,212.88
CHEMBL416545,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL417481,decoy,0,SUCCESS,True,C30H33N4O4S2-,577.195,4.15,0,7,12,106.0,-2.32,-3.812,-2.543,7.523,444.08
CHEMBL417558,decoy,0,SUCCESS,True,C30H33F2N4O2+,519.257,3.875,1,3,13,57.95,-5.372,-8.513,-0.772,7.542,433.72
CHEMBL41775,decoy,0,SUCCESS,True,C24H26FO7S-,477.139,2.931,2,8,17,123.96,-5.744,-10.445,-2.775,6.564,398.89
CHEMBL418348,decoy,0,SUCCESS,True,C25H25FN5O3S+,494.166,3.24,1,6,7,103.58,-5.725,-7.733,-1.461,8.048,197.32
CHEMBL418111,decoy,0,SUCCESS,True,C28H32Cl2N8O+2,566.207,2.858,5,5,9,100.71,-3.504,-4.734,0.971,7.719,285.18
CHEMBL418120,decoy,0,SUCCESS,True,C33H40N5O2+,538.318,3.557,1,4,9,78.72,-2.623,-3.697,-0.833,7.902,267.08
CHEMBL417217,decoy,0,SUCCESS,True,C32H40FN4O3+,547.308,4.302,3,5,15,72.98,-6.134,-10.617,-1.062,6.554,585.56
CHEMBL417645,decoy,0,SUCCESS,True,C29H30F3N4O3+,539.226,3.46,1,4,13,67.18,-3.783,-5.994,-2.323,6.307,455.28
CHEMBL417474,decoy,0,SUCCESS,True,C32H28Cl2N4O3,586.154,6.786,1,5,12,90.45,-6.114,-9.153,-1.41,7.149,546.88
CHEMBL418359,decoy,0,SUCCESS,True,C26H29N5O2S,475.204,4.562,3,6,8,110.0,-8.55,-11.549,-0.278,7.993,238.87
CHEMBL416976,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL412589,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL417896,decoy,0,SUCCESS,True,C26H34N4O4S,498.23,5.043,2,5,15,102.32,-4.826,-8.212,-2.37,6.727,440.46
CHEMBL417712,decoy,0,SUCCESS,True,C29H35N4O4S2+,567.209,1.972,3,6,11,92.18,-6.91,-11.354,-1.608,8.003,487.13
CHEMBL418036,decoy,0,SUCCESS,True,C28H24Cl2N5O2+,532.13,4.334,1,4,7,75.59,-5.678,-8.333,-0.836,8.044,361.62
CHEMBL418556,decoy,0,SUCCESS,True,C31H20ClN5O2S,561.103,6.026,1,6,4,83.61,-5.512,-6.962,0.627,7.968,191.31
CHEMBL417747,decoy,0,SUCCESS,True,C30H37NO8S2,603.196,6.064,0,10,19,102.41,-4.103,-7.46,-0.643,6.558,487.78
CHEMBL418382,decoy,0,SUCCESS,True,C27H32ClF2N7O+2,543.231,0.811,2,5,7,64.95,-4.097,-5.534,0.165,7.479,256.3
CHEMBL418577,decoy,0,SUCCESS,True,C28H25NO9,519.153,3.553,2,10,9,135.77,-3.636,-5.123,-1.627,6.528,174.72
CHEMBL417606,decoy,0,SUCCESS,True,C32H30NO6S-,556.18,5.053,1,7,15,108.67,-5.988,-10.539,-2.789,7.494,519.91
CHEMBL41846,decoy,0,SUCCESS,True,C29H33FO8,528.216,3.78,1,8,10,120.11,-3.748,-5.392,0.655,7.024,242.12
CHEMBL417914,decoy,0,SUCCESS,True,C31H38N3O5S+,564.253,2.684,1,5,12,92.76,-3.314,-5.251,-3.041,7.447,445.13
CHEMBL418624,decoy,0,SUCCESS,True,C19H13ClF6N2O4S,514.019,4.713,2,4,6,84.5,-3.444,-4.853,-1.917,6.063,183.44
CHEMBL418559,decoy,0,SUCCESS,True,C27H30F2N6O+2,492.244,1.446,3,2,11,80.19,-5.013,-7.065,-1.661,7.699,237.57
CHEMBL418156,decoy,0,SUCCESS,True,C28H26N6O4,510.202,4.434,2,8,13,128.04,-5.926,-9.91,-2.076,6.912,400.77
CHEMBL418522,decoy,0,SUCCESS,True,C25H17Cl2N4O5-,523.058,2.367,3,8,9,140.32,-6.795,-10.371,-2.305,7.823,288.35
CHEMBL418686,decoy,0,SUCCESS,True,C22H21Br2N3O6,580.98,5.934,0,7,13,119.82,-5.036,-8.275,-0.535,6.089,206.78
CHEMBL418072,decoy,0,SUCCESS,True,C30H33Cl2N4O3S+,599.164,3.589,3,4,9,82.95,-4.457,-6.541,-2.119,7.042,436.18
CHEMBL41848,decoy,0,SUCCESS,True,C24H27Cl2N2O6S-,541.097,2.801,1,6,8,115.84,-6.144,-9.377,-0.33,7.144,299.93
CHEMBL418041,decoy,0,SUCCESS,True,C31H28N4O4,520.211,4.205,3,5,11,120.32,-5.233,-8.292,-1.702,6.946,447.63
CHEMBL418113,decoy,0,SUCCESS,True,C28H26ClFN6O2S,564.151,4.176,0,7,7,82.0,-5.197,-7.627,-1.011,7.739,425.34
CHEMBL418965,decoy,0,SUCCESS,True,C27H32Cl2N5O3+,544.188,2.562,3,5,2,99.64,0.431,0.481,2.423,6.522,109.77
CHEMBL419190,decoy,0,SUCCESS,True,C30H33FN4O4,532.249,4.813,0,5,8,84.74,-0.056,-0.066,1.198,8.044,94.96
CHEMBL418439,decoy,0,SUCCESS,True,C25H29Cl2N2O6S-,555.113,3.191,1,6,9,115.84,-5.29,-8.074,-1.077,6.378,352.27
CHEMBL418700,decoy,0,SUCCESS,True,C27H27N5O5,501.201,4.625,3,7,9,121.36,-5.532,-8.119,-1.77,7.459,232.02
CHEMBL418698,decoy,0,SUCCESS,True,C31H52N3O8+,594.375,2.315,2,9,17,120.56,1.451,1.918,2.577,6.995,238.05
CHEMBL416705,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL418545,decoy,0,SUCCESS,True,C28H30N2O6S,522.182,5.057,3,6,8,135.79,-6.283,-9.038,-1.186,6.895,318.53
