assay_type,canonical_smiles,data_validity_comment,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value
B,CC(=O)N[C@@H](CCCCN=[N+]=[N-])C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2C1=O,,CHEMBL5175141,<,<,IC50,nM,1.0,CHEMBL2189121,IC50,nM,1.0
B,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,,CHEMBL5182829,=,=,IC50,nM,3300.0,CHEMBL2189121,IC50,uM,3.3
B,C=CC[C@H]1CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc3ccc(-c4ccccc4)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]12,,CHEMBL5189930,=,=,IC50,nM,28000.0,CHEMBL2189121,IC50,uM,28.0
B,CCCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC1=O,,CHEMBL5172862,=,=,IC50,nM,6800.0,CHEMBL2189121,IC50,uM,6.8
B,C=CC[C@H]1CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CCCCC)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc3ccc(-c4ccccc4)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]12,,CHEMBL5177687,=,=,IC50,nM,30000.0,CHEMBL2189121,IC50,uM,30.0
B,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN=[N+]=[N-])NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,,CHEMBL5175409,=,=,IC50,nM,2700.0,CHEMBL2189121,IC50,uM,2.7
B,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC1=O,,CHEMBL5185010,=,=,IC50,nM,3800.0,CHEMBL2189121,IC50,uM,3.8
B,CC(=O)N[C@@H](CCCCN=[N+]=[N-])C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2C1=O,,CHEMBL5175141,=,=,IC50,nM,6200.0,CHEMBL2189121,IC50,uM,6.2
B,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,,CHEMBL5182829,=,=,IC50,nM,33000.0,CHEMBL2189121,IC50,uM,33.0
B,C=CC[C@H]1CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc3ccc(-c4ccccc4)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]12,,CHEMBL5189930,>,>,IC50,nM,50000.0,CHEMBL2189121,IC50,uM,50.0
B,CCCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC1=O,,CHEMBL5172862,=,=,IC50,nM,29000.0,CHEMBL2189121,IC50,uM,29.0
B,C=CC[C@H]1CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CCCCC)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc3ccc(-c4ccccc4)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]12,,CHEMBL5177687,>,>,IC50,nM,50000.0,CHEMBL2189121,IC50,uM,50.0
B,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN=[N+]=[N-])NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,,CHEMBL5175409,=,=,IC50,nM,19000.0,CHEMBL2189121,IC50,uM,19.0
B,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC1=O,,CHEMBL5185010,=,=,IC50,nM,3900.0,CHEMBL2189121,IC50,uM,3.9
B,CC(=O)N[C@@H](CCCCN=[N+]=[N-])C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2C1=O,,CHEMBL5175141,=,=,IC50,nM,6800.0,CHEMBL2189121,IC50,uM,6.8
B,Nc1ccc2nc(Cc3c[nH]c4ccccc34)[nH]c2c1,Outside typical range,CHEMBL2086794,=,=,Kd,nM,1300000.0,CHEMBL2189121,Kd,uM,1300.0
B,O=C(Nc1ccc2nc(Cc3c[nH]c4ccccc34)[nH]c2c1)[C@@H]1CCCN1,Outside typical range,CHEMBL2086796,=,=,Kd,nM,340000.0,CHEMBL2189121,Kd,uM,340.0
B,CC[C@H](C)[C@H](N)C(=O)NC1=Cc2[nH]c(Cc3c[nH]c4ccccc34)nc2CC1,Outside typical range,CHEMBL5176776,=,=,Kd,nM,190000.0,CHEMBL2189121,Kd,uM,190.0
B,COc1ccc(C(F)(F)F)cc1-c1cc2c(N3CC4CCC(C3)N4)ncnc2s1,,CHEMBL5205540,,,Activity,,,CHEMBL2189121,Activity,,
B,COc1ccc(C(F)(F)F)cc1-c1cc2c(N3CC4CCC(C3)N4)ncnc2s1,,CHEMBL5205540,=,=,Kd,nM,33.0,CHEMBL2189121,Kd,nM,33.0
B,COc1ccc(C(F)(F)F)cc1-c1cc2c(N3CC4CCC(C3)N4)ncnc2s1,,CHEMBL5205540,=,=,deltaH,kcal/mol,-26.6,CHEMBL2189121,deltaH,kcal/mol,-26.6
B,COc1ccc(C(F)(F)F)cc1-c1cc2c(N3CC4CCC(C3)N4)ncnc2s1,,CHEMBL5205540,=,=,deltaG,kcal/mol,-10.2,CHEMBL2189121,deltaG,kcal/mol,-10.2
B,COc1ccc(C(F)(F)F)cc1-c1cc2c(N3CC4CCC(C3)N4)ncnc2s1,,CHEMBL5205540,=,=,-TdeltaS,kcal/mol,16.4,CHEMBL2189121,-TdeltaS,kcal/mol,16.4
B,COc1ccc(C(F)(F)F)cc1-c1cc2c(N3CC4CCC(C3)N4)ncnc2s1,,CHEMBL5205540,,,Activity,,,CHEMBL2189121,Activity,,
B,C[C@]1(c2nc(-c3ccc(N)cc3)no2)CCCc2sc(N)c(C#N)c21,Outside typical range,CHEMBL5219570,>,>,Kd,nM,2000000.0,CHEMBL2189121,Kd,mM,2.0
B,C[C@]1(c2nc(-c3cccc(N)c3)no2)CCCc2sc(N)c(C#N)c21,Outside typical range,CHEMBL5220361,>,>,Kd,nM,2000000.0,CHEMBL2189121,Kd,mM,2.0
B,CCCCCCC[C@@H]1NC(=O)[C@@H]2CSCCCSC[C@@H](NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3ccc(F)cc3)NC(=O)CNC(=O)[C@H](CO)NC1=O)C(=O)NCCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCC)C(=O)N2,,CHEMBL5287568,=,=,Kd,nM,50.0,CHEMBL2189121,Kd,nM,50.0
B,CC(=O)N1CCC(c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3n(C)c2=O)CC1,,CHEMBL5274267,,,Inhibition,%,,CHEMBL2189121,INH,,
B,CC(=O)N1CCC(c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3n(C)c2=O)CC1,,CHEMBL5274267,,,Inhibition,%,,CHEMBL2189121,INH,,
B,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1O[C@H]1CCOC1,,CHEMBL4519023,=,=,Delta Tm,degrees C,0.0,CHEMBL2189121,deltaTm,degrees C,0.0
B,CC(=O)N1CCC(c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3n(C)c2=O)CC1,,CHEMBL5274267,=,=,Delta Tm,degrees C,0.0,CHEMBL2189121,deltaTm,degrees C,0.0
B,CC[C@H](C)[C@H](N)C(=O)Nc1ccc2[nH]c(Cc3cc4ccccc4[nH]3)nc2c1,Outside typical range,CHEMBL5280013,=,=,Kd,nM,190000.0,CHEMBL2189121,Kd,uM,190.0
B,CC[C@H](C)[C@H](N)C(=O)Nc1ccc2[nH]c(Cc3cc4ccccc4[nH]3)nc2c1,,CHEMBL5280013,=,=,Inhibition,%,78.0,CHEMBL2189121,INH,%,78.0
B,Oc1cc(Cl)c(C(F)(F)F)c(-c2ncc3c(N4CC5CCC4CN5)nc(OCC45CCCN4CCC5)nc3c2F)c1,,CHEMBL5290757,>,>,IC50,nM,1.0,CHEMBL2189121,IC50,nM,1.0
B,Oc1ccc(C(F)(F)F)c(-c2ncc3c(N4CC5CCC4CN5)nc(OCC45CCCN4CCC5)nc3c2F)c1,,CHEMBL5273771,>,>,IC50,nM,1.0,CHEMBL2189121,IC50,nM,1.0
B,Oc1cc(Cl)c(C2CC2)c(-c2ncc3c(N4CC5CCC4CN5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1,,CHEMBL5273942,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC4CN5)c4cnc(-c5cc(O)cc(F)c5C5CC5)c(F)c4n3)C[C@@]([2H])(F)CN12,,CHEMBL5283120,>,>,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,Oc1cc(Cl)c(C2CC2)c(-c2ncc3c(N4CC5CCC4CN5)nc(OC[C@]45CCCN4C[C@@H](F)C5)nc3c2F)c1,,CHEMBL5284206,>,>,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C1([2H])CC[C@]2(COc3nc(N4CC5CCC4CN5)c4cnc(-c5cc(O)cc(Cl)c5C5CC5)c(F)c4n3)C[C@]([2H])(F)CN12,,CHEMBL5279095,>,>,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC4CN5)c4cnc(-c5cc(O)cc6ccc(F)c(C#C)c56)c(F)c4n3)C[C@@]([2H])(F)CN12,,CHEMBL5271704,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H][C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC3CN4)c3cnc(-c4cc(O)cc5ccc(F)c(C#C)c45)c(F)c3n2)C1,,CHEMBL5275944,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC4CN5)c4cnc(-c5cc(O)cc6ccc(F)c(F)c56)c(F)c4n3)C[C@@]([2H])(F)CN12,,CHEMBL5279813,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC4CN5)c4cnc(-c5cc(O)cc(Cl)c5C5CC5)c(F)c4n3)C[C@@]([2H])(F)CN12,,CHEMBL5271131,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,Cc1cc2c(-n3cncn3)nc3c(F)c(-c4cc(O)cc5ccc(Cl)cc45)c(CCC#N)cc3c2n1[C@H]1[C@H]2CN[C@@H]1C2,,CHEMBL5279741,<=,<=,IC50,nM,100.0,CHEMBL2189121,IC50,nM,100.0
B,C[C@H](Oc1nc2c(F)c(-c3csc4ccccc34)c(CCC#N)cc2c2c1cc(CN1CCCC1=O)n2[C@H]1[C@H]2CN[C@@H]1C2)[C@@H]1CCCN1C,,CHEMBL5286985,<=,<=,IC50,nM,100.0,CHEMBL2189121,IC50,nM,100.0
B,CN(C)C1(C)CN(c2nc3c(F)c(-c4cccc5ccc(F)cc45)c(CCC#N)cc3c3c2cc(CN2CCOCC2=O)n3[C@@H]2[C@@H]3CN[C@H]2C3)C1,,CHEMBL5278600,<=,<=,IC50,nM,100.0,CHEMBL2189121,IC50,nM,100.0
B,Cc1nc2c(F)c(-c3cccc(Cl)c3Cl)c(CCC#N)cc2c2c1cc([C@@H](C)NS(=O)(=O)C1CC1)n2[C@H]1[C@H]2CN[C@@H]1C2,,CHEMBL5273368,<=,<=,IC50,nM,100.0,CHEMBL2189121,IC50,nM,100.0
B,Cc1nc2c(F)c(-c3cccc(Cl)c3Cl)c(CCC#N)cc2c2c1cc([C@@H](C)NC(=O)c1cscn1)n2[C@H]1[C@H]2CN[C@@H]1C2,,CHEMBL5277348,<=,<=,IC50,nM,100.0,CHEMBL2189121,IC50,nM,100.0
B,Cc1nc2c(F)c(-c3cccc(Cl)c3Cl)c(CCC#N)cc2c2c1cc([C@@H](C)NC(=O)c1ccncn1)n2[C@H]1[C@H]2CN[C@@H]1C2,,CHEMBL5277955,<=,<=,IC50,nM,100.0,CHEMBL2189121,IC50,nM,100.0
B,[2H]C1([2H])CC[C@]2(C([2H])([2H])Oc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6ccc(F)c(C#C)c56)c(F)c4n3)C[C@H](F)CN12,,CHEMBL5271053,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C1([2H])CC[C@@]2(C([2H])([2H])Oc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6ccc(F)c(C#C)c56)c(F)c4n3)C[C@@]([2H])(F)CN12,,CHEMBL5289492,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C([2H])(Oc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccc(F)c(C#C)c34)c(F)c2n1)[C@@]12CCCN1C[C@]([2H])(F)C2,,CHEMBL5281775,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C([2H])(Oc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccc(F)c(C#C)c34)c(F)c2n1)[C@@]12CCCN1C[C@H](F)C2,,CHEMBL5271197,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6ccc(F)c(C#C)c56)c(F)c4n3)C[C@@H](F)CN12,,CHEMBL5286333,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6ccc(F)c(C#C)c56)c(F)c4n3)C[C@@]([2H])(F)CN12,,CHEMBL5267616,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C([2H])(Oc1nc(N2CC3CCC2CN3)c2cnc(-c3cc(O)cc(Cl)c3C(F)(F)F)c(F)c2n1)C12CCCN1CCC2,,CHEMBL5276263,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C([2H])(Oc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc(Cl)c3C(F)(F)F)c(F)c2n1)C12CCCN1CCC2,,CHEMBL5282484,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C1(F)CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccc(F)c(C#C)c45)c(F)c3n2)C1,,CHEMBL5268860,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,CHEMBL4858364,<=,<=,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C([2H])(Oc1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cc(O)cc(Cl)c1C(F)(F)F)C2)C12CCCN1CCC2,,CHEMBL5280735,>,>,IC50,nM,50.0,CHEMBL2189121,IC50,nM,50.0
B,[2H]C([2H])(Oc1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cc(O)ccc1C(F)(F)F)C2)C12CCCN1CCC2,,CHEMBL5277217,>,>,IC50,nM,250.0,CHEMBL2189121,IC50,nM,250.0
B,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC(O)CC6(CC6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,CHEMBL5289987,=,=,IC50,nM,1.0,CHEMBL2189121,IC50,uM,0.001
B,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(=O)N6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,CHEMBL5276699,=,=,IC50,nM,1.0,CHEMBL2189121,IC50,uM,0.001
B,Oc1cc(-c2ncc3c(N4CCCC5(CC(O)C5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(F)c(F)ccc2c1,,CHEMBL5286121,=,=,IC50,nM,2.0,CHEMBL2189121,IC50,uM,0.002
B,CCc1cccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(O)C6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,CHEMBL5286301,=,=,IC50,nM,2.0,CHEMBL2189121,IC50,uM,0.002
B,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CNC(=O)O6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,CHEMBL5267786,=,=,IC50,nM,1.0,CHEMBL2189121,IC50,uM,0.001
B,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,CHEMBL5279240,=,=,IC50,nM,2.0,CHEMBL2189121,IC50,uM,0.002
B,CCc1cccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,CHEMBL5279657,=,=,IC50,nM,2.0,CHEMBL2189121,IC50,uM,0.002
B,Oc1cc(-c2ncc3c(N4CCCC5(CCO5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(F)c(F)ccc2c1,,CHEMBL5269272,=,=,IC50,nM,1.0,CHEMBL2189121,IC50,uM,0.001
B,C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,CHEMBL5273122,=,=,IC50,nM,1.0,CHEMBL2189121,IC50,uM,0.001
B,Oc1cc(Cl)c(C2CC2)c(-c2ncc3c(N4CCCC5(CCO5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1,,CHEMBL5290459,=,=,IC50,nM,1.0,CHEMBL2189121,IC50,uM,0.001
B,Oc1cc(-c2ncc3c(N4CCC[C@]5(CCO5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Cl)c(F)ccc2c1,,CHEMBL5265862,=,=,IC50,nM,1.0,CHEMBL2189121,IC50,uM,0.001
B,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3C)c12,,CHEMBL5275926,=,=,IC50,nM,10.0,CHEMBL2189121,IC50,uM,0.01
B,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC(O)CC6(CC6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,CHEMBL5289987,=,=,IC50,nM,2.0,CHEMBL2189121,IC50,uM,0.002
B,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(=O)N6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,CHEMBL5276699,=,=,IC50,nM,2.0,CHEMBL2189121,IC50,uM,0.002
B,Oc1cc(-c2ncc3c(N4CCCC5(CC(O)C5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(F)c(F)ccc2c1,,CHEMBL5286121,=,=,IC50,nM,2.0,CHEMBL2189121,IC50,uM,0.002
B,CCc1cccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(O)C6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,CHEMBL5286301,=,=,IC50,nM,1.0,CHEMBL2189121,IC50,uM,0.001
